prev_Asl,prev_Ash,beta,epsilon,psi,sigma,nu,mu,rho,eta,kappa,notifiedprev
0.009320081,0.010303433,0.275909695,0.16254137,0.238363676,98.97291766,1.856004908,87.6018143,49.458797,0.449239911,1,0.38
0.003359354,0.006718331,0.467047552,0.202459194,0.363257365,91.03456134,3.633975874,41.20123425,50.85023429,0.436296816,1,0.38
0.001844485,0.008470609,0.419751774,0.352264296,0.331875826,46.09283787,3.441216195,294.9706066,52.43530331,0.437634923,1,0.38
0.005892502,0.011987065,0.247452632,0.340456097,0.241611909,84.23245366,1.625339735,109.0184761,55.11614456,0.444912876,1,0.38
0.011063193,0.003514996,0.580166892,0.191793353,0.318083577,93.33258803,4.955377197,145.0969089,58.16059886,0.437402533,1,0.38
0.010074909,0.006262912,0.292443032,0.413274531,0.298780658,79.21125168,2.017223193,238.1650225,55.88911523,0.438882538,1,0.38
0.008438548,0.009298316,0.304776152,0.004129556,0.261494394,94.2787947,2.065569547,84.44738031,50.90066699,0.442553272,1,0.38
0.013857758,0.006837849,0.297216914,0.597605487,0.182481614,71.72801931,2.472402591,176.1220682,64.246355,0.446659405,1,0.38
0.015127117,0.005094666,0.370782885,0.169983523,0.294598038,93.18434465,2.805281714,50.238863,53.32647655,0.437515153,1,0.38
0.012980547,0.008226429,0.278861905,0.630258794,0.196371798,96.64610126,2.192881879,106.8627831,56.83802508,0.447073524,1,0.38
0.008437724,0.008975402,0.309658301,0.370256793,0.208672094,80.87342501,2.424094975,85.79737864,44.53433026,0.444511808,1,0.38
0.007799471,0.008985144,0.358599223,0.025179786,0.240746779,99.42449552,2.682865422,142.5594121,62.34673805,0.442947942,1,0.38
0.009377967,0.009500577,0.255699382,0.396775926,0.255787263,77.03253621,1.68952362,252.6009495,46.50881169,0.442640544,1,0.38
0.007056479,0.015031068,0.183085419,0.366157778,0.158881314,119.838086,1.022794063,155.8226255,55.38660443,0.454205105,1,0.38
0.009653834,0.011281893,0.24284808,0.63366083,0.175028145,71.31846576,1.821951468,167.4793699,54.51912116,0.448548195,1,0.38
0.009266468,0.006167991,0.348554293,0.495202018,0.30878674,55.44251491,2.74986934,117.2738572,44.18208881,0.440343455,1,0.38
0.012006569,0.012372767,0.216441678,0.613736325,0.251240802,99.99981787,1.335445663,185.237051,58.05866786,0.445850249,1,0.38
0.004342801,0.018019083,0.161984582,0.794978859,0.182941161,85.22928134,0.822205053,233.9768598,60.31537901,0.453953594,1,0.38
0.012010421,0.009458083,0.222738329,0.542178881,0.158042133,94.16077456,1.53560802,81.68833642,51.87826285,0.452266663,1,0.38
0.015339029,0.005778862,0.377586132,0.310941584,0.301196201,106.8184801,2.815635744,113.8982558,56.49223366,0.436927103,1,0.38
0.015141466,0.003256761,0.508039256,0.342680702,0.317007396,93.86002929,4.227941844,174.2780477,56.58700186,0.437075016,1,0.38
0.011400843,0.004938649,0.354831946,0.278044474,0.305829057,71.32437282,2.616727391,135.7958173,42.07026881,0.437186738,1,0.38
0.0096718,0.010146745,0.219772816,0.612609028,0.228002889,61.44498103,1.478793043,108.719657,50.50654877,0.447852174,1,0.38
0.00560451,0.006374754,0.430268132,0.282260026,0.353446391,90.69979288,3.194409319,188.2028253,50.02887557,0.435355765,1,0.38
0.003880334,0.005679127,0.406632428,0.259201865,0.39589877,56.70976811,2.886994178,94.01462549,56.54850627,0.436757856,1,0.38
0.004728634,0.011954166,0.235408175,0.410679585,0.243750907,79.77764596,1.504039966,231.4386674,57.64294886,0.446275856,1,0.38
0.008390486,0.011527457,0.215611589,0.507816294,0.229285852,74.90099987,1.343927958,41.98659641,49.93132697,0.446368241,1,0.38
0.009501984,0.010892844,0.235099593,0.718640496,0.21951994,66.82441294,1.690664852,253.1943747,43.02034693,0.444568909,1,0.38
0.010029934,0.007431044,0.345449063,0.497262046,0.285134322,60.06646823,3.017847607,19.67631194,54.76165051,0.440039211,1,0.38
0.006555242,0.012855008,0.239760249,0.474551848,0.218340144,69.97636019,1.660005145,93.66209488,62.06178037,0.446377343,1,0.38
0.016622574,0.004747811,0.353786113,0.490749176,0.272484296,107.92012,2.75558386,187.5795374,52.49223825,0.44064408,1,0.38
0.011948713,0.011276832,0.238582849,0.511916588,0.165242749,92.54098286,1.702763315,232.670496,45.9186683,0.451507056,1,0.38
0.010262341,0.010104078,0.251722127,0.691601382,0.213339595,83.97315339,1.860210472,181.5043515,46.92296974,0.446641023,1,0.38
0.004625052,0.006641956,0.452210822,0.122193621,0.262212117,78.52768144,3.814261754,103.0306272,51.886021,0.438811552,1,0.38
0.010409522,0.008669466,0.275887549,0.335869341,0.214163807,77.73661461,1.987691983,104.4598037,53.27421199,0.445492294,1,0.38
0.007212994,0.010918876,0.239226237,0.422308463,0.277821286,50.95438409,1.545875982,62.73872616,53.6774202,0.442132522,1,0.38
0.00489963,0.010819275,0.259872963,0.530691487,0.300150228,116.1390627,1.664045648,130.1243494,51.39606877,0.440939477,1,0.38
0.0095821,0.011971646,0.204791685,0.266709503,0.221076473,104.7399538,1.169676103,113.6235653,62.63837528,0.448377526,1,0.38
0.008144704,0.010772,0.223428896,0.276214263,0.201522615,102.1118723,1.378164074,75.14133331,52.61103601,0.448766146,1,0.38
0.004996642,0.012341295,0.24316952,0.721594263,0.245231669,113.7575894,1.645102666,166.3728893,52.88535136,0.443184058,1,0.38
0.014338944,0.006452145,0.308251262,0.189397142,0.207484733,87.46474027,2.295889703,268.5213925,50.67179262,0.444761882,1,0.38
0.0127689,0.006439706,0.367525849,0.323429812,0.296037979,56.8881124,2.9949037,42.0167707,45.2714025,0.438531478,1,0.38
0.011203931,0.008799771,0.285433588,0.570631039,0.22134729,81.68662986,2.240544499,85.17871109,56.47834663,0.447359199,1,0.38
0.008638731,0.015524969,0.17180586,0.386583439,0.146648632,82.55549315,0.863623617,173.5468217,55.25064361,0.455897602,1,0.38
0.007576051,0.013608014,0.204920715,0.553134605,0.243130279,92.98627491,1.188335542,91.41165885,58.22451765,0.446293322,1,0.38
0.010658682,0.014190348,0.17184003,0.695245821,0.16205968,123.8174698,0.909851026,185.7783298,52.84989207,0.454087361,1,0.38
0.011124982,0.012552146,0.204546864,0.339855667,0.198535934,66.58792098,1.235267709,163.4098853,52.24938485,0.451272702,1,0.38
0.006778154,0.00978621,0.270410649,0.697464822,0.220928016,71.30745453,2.073497116,228.3305636,53.83529447,0.444076976,1,0.38
0.007405298,0.010344895,0.299536541,0.461230347,0.227187851,79.57587684,2.33907335,116.2311791,45.70062209,0.444002816,1,0.38
0.005109745,0.011944844,0.280170493,0.052227066,0.270428566,88.64018666,1.809647779,77.55067141,56.96502465,0.441620002,1,0.38
0.012652763,0.010723927,0.238928878,0.176706776,0.174772138,98.32184408,1.579795195,107.4950079,59.19531808,0.449935325,1,0.38
0.013786802,0.006840945,0.349633637,0.511617926,0.289577614,114.4622097,2.693386273,195.4796501,57.37487019,0.439957114,1,0.38
0.013210694,0.00845761,0.250670218,0.41566371,0.230188981,101.3157303,1.701709699,72.28019104,55.28643813,0.444129997,1,0.38
0.008769705,0.013722478,0.219644959,0.177523597,0.16490797,83.76186784,1.411760243,102.7929921,51.50566732,0.449992751,1,0.38
0.010721655,0.00597854,0.334675466,0.324276739,0.302573984,64.28869081,2.450297398,133.2602914,45.94304364,0.439731936,1,0.38
0.006786105,0.01059975,0.243046795,0.658161285,0.287412064,87.98767518,1.587824824,80.44372653,52.13112129,0.439595338,1,0.38
0.006513697,0.009849613,0.304729064,0.630803187,0.252948424,73.24794908,2.439459554,98.08055172,57.72579082,0.444012479,1,0.38
0.011441178,0.008269678,0.240513005,0.728376135,0.297756221,75.6414957,1.646983272,20.34828897,59.63337704,0.442639072,1,0.38
0.009619643,0.010353262,0.277123505,0.208087547,0.223637648,62.51082664,1.984475225,71.68871118,44.6499375,0.446827661,1,0.38
0.012991775,0.008737415,0.279127265,0.323156478,0.176820215,98.72852568,2.070588212,215.7821839,49.18195426,0.44784772,1,0.38
0.00880778,0.013693397,0.212390231,0.359198859,0.164004573,92.71958157,1.365970628,90.75573661,46.97710923,0.452834176,1,0.38
0.00582246,0.009218267,0.295840856,0.359301872,0.277567376,63.08889939,2.14802365,113.9902412,55.60238205,0.443861688,1,0.38
0.004213102,0.012571052,0.21131854,0.524137277,0.293506506,103.9591026,1.201087072,64.31856297,45.92662837,0.442423699,1,0.38
0.009335707,0.005973402,0.42506952,0.296576614,0.270472529,64.93935754,3.615727313,238.2161439,55.66713248,0.438324033,1,0.38
0.012934338,0.0085931,0.226510642,0.213485794,0.202704738,53.55224265,1.41717375,191.126451,58.37823141,0.449790472,1,0.38
0.013088814,0.004112212,0.447910042,0.196852405,0.431133262,68.71370436,3.052771354,72.84501454,56.47656303,0.434322815,1,0.38
0.007922741,0.00942916,0.259736289,0.551924214,0.28443236,52.21610979,1.827667072,103.6975237,49.12715872,0.443653248,1,0.38
0.009224033,0.010639397,0.261043546,0.365768625,0.227133917,70.72456051,1.820900199,133.8883514,54.38995163,0.446496146,1,0.38
0.006540814,0.010104703,0.305035892,0.380659817,0.315112967,56.61703713,2.135103472,221.9536973,48.8762379,0.441854415,1,0.38
0.008139342,0.01248224,0.226896706,0.242763135,0.214242286,54.59612367,1.455458694,62.82747576,52.1492692,0.447820012,1,0.38
0.007925515,0.012593235,0.233441257,0.551289095,0.214536678,109.0106328,1.561074249,97.3543706,52.59967795,0.44494854,1,0.38
0.008550311,0.012027182,0.267823847,0.432523205,0.203141683,88.11517009,1.975380262,112.3288086,50.63910851,0.444846996,1,0.38
0.006959352,0.006709816,0.4276014,0.488743375,0.281388177,46.44511016,4.057208152,54.79839337,42.25109255,0.441404602,1,0.38
0.013707956,0.005824005,0.339552838,0.544092492,0.258808631,123.1167516,2.705963148,126.7475577,51.58524629,0.440467727,1,0.38
0.00975223,0.009780428,0.257470375,0.636065252,0.251144192,82.0054972,1.831036771,104.5433026,43.56225858,0.442784701,1,0.38
0.011372397,0.007262237,0.406296848,0.395183861,0.271530468,83.48827085,3.411163132,144.5631153,49.11538305,0.439159758,1,0.38
0.005089144,0.00847556,0.326006941,0.558118274,0.283236281,89.04461097,2.487875601,324.3402211,38.44404564,0.438925942,1,0.38
0.009945493,0.006627057,0.335805732,0.526086098,0.269073393,57.27624365,2.753991805,74.47681359,50.72132564,0.442702525,1,0.38
0.013325195,0.00743065,0.376835286,0.059121097,0.275321884,102.8052829,2.884260557,31.46350046,62.14663799,0.441889022,1,0.38
0.011593351,0.005710593,0.350295839,0.175443384,0.291713476,111.2868489,2.492814142,106.2816332,53.8115657,0.438125138,1,0.38
0.010001182,0.008964982,0.291938348,0.66271517,0.219448268,71.97958226,2.350455755,123.3056794,57.41434254,0.446333696,1,0.38
0.010124077,0.010223186,0.246519566,0.655706448,0.215357086,70.12235709,1.801172394,196.3027801,41.54164167,0.448813389,1,0.38
0.011401056,0.007959143,0.286387951,0.245314308,0.289832353,97.19145618,1.87368036,251.4784387,61.72430728,0.437384931,1,0.38
0.014541195,0.006033124,0.355727526,0.282113519,0.245253274,97.67912681,2.825394306,90.90722766,55.86074277,0.444860715,1,0.38
0.0218864,0.002771542,0.297016522,0.617917837,0.23759063,99.98568886,2.279925925,60.00779558,51.87730379,0.444062149,1,0.38
0.004437708,0.012395559,0.255896131,0.468805198,0.218185091,106.5205842,1.802630222,83.44258928,60.42852735,0.446373527,1,0.38
0.005767538,0.011375455,0.274544524,0.42440553,0.297848002,65.94142114,1.832720879,125.2347022,58.00547193,0.441474613,1,0.38
0.012811442,0.007806243,0.287190742,0.520994673,0.261487352,58.05379757,2.128161875,315.074182,46.98625366,0.444250816,1,0.38
0.012643388,0.00679456,0.30467152,0.50942489,0.232980259,65.87477646,2.459152953,49.535228,49.18339713,0.443977186,1,0.38
0.017730137,0.00478367,0.33627607,0.039508777,0.289378511,108.2399369,2.26659186,134.7350759,50.64787625,0.439658911,1,0.38
0.00929055,0.009225556,0.30260465,0.428253463,0.252733235,49.92741269,2.366712544,92.607038,52.45658551,0.443060464,1,0.38
0.008578907,0.007969062,0.330598321,0.490993519,0.296732099,134.1335424,2.443755684,137.4037314,48.99788302,0.440030752,1,0.38
0.00884761,0.0114412,0.255956463,0.53917417,0.203818943,86.6419496,1.896477549,101.3633785,57.42031614,0.448629049,1,0.38
0.011210797,0.007507296,0.290672043,0.224217454,0.294678032,56.01595263,1.914666054,102.9278596,59.15951873,0.4377824,1,0.38
0.007764727,0.010055784,0.275174901,0.694710807,0.277801103,73.56693242,2.011511344,85.5179543,45.38665608,0.440333931,1,0.38
0.006941962,0.012990493,0.216600743,0.43639303,0.149739373,77.41386902,1.432501517,125.1111277,50.68026323,0.453550935,1,0.38
0.007245864,0.007070088,0.384498994,0.471840806,0.257268666,91.0442963,3.229413402,186.288111,52.06184524,0.441428752,1,0.38
0.015807823,0.009454667,0.198158003,0.302391228,0.143711873,73.33315614,1.169148455,216.8333913,52.17311011,0.454535342,1,0.38
0.003485941,0.012492454,0.241703853,0.379541852,0.300273179,66.03993722,1.458401011,125.7424306,40.6069962,0.440960255,1,0.38
0.010623619,0.011059376,0.249629335,0.593142108,0.190720444,79.90050804,1.802136493,210.3520291,50.94768985,0.448379603,1,0.38
0.014812872,0.006843435,0.373410347,0.376320813,0.254498707,75.87083072,3.124538444,157.7200619,55.26336718,0.44272164,1,0.38
0.002454033,0.011882136,0.268778436,0.592181907,0.268256872,82.06826905,1.906051806,152.9254459,55.36406017,0.44457768,1,0.38
0.01084894,0.007433206,0.298188028,0.233302934,0.23813643,53.98747915,2.206945151,146.8865329,55.76919871,0.445856102,1,0.38
0.012245764,0.005550721,0.329086426,0.436465065,0.314588466,76.92275459,2.398604051,94.64758866,53.33958712,0.439778035,1,0.38
0.005685643,0.005973524,0.499880481,0.199198031,0.33712063,90.65779327,3.985579548,122.7566421,52.21643821,0.434973689,1,0.38
0.011875662,0.006768935,0.311294206,0.595796282,0.265052728,71.40888016,2.493809931,31.21225707,56.9228726,0.441096264,1,0.38
0.015978343,0.005861726,0.339117815,0.498482891,0.248540432,49.98801119,2.856095764,122.1437678,61.09833089,0.441643354,1,0.38
0.00876238,0.007888021,0.309201086,0.524746165,0.264085018,59.30897402,2.454211318,147.9170134,54.39873514,0.440221981,1,0.38
0.01084894,0.007433206,0.298188028,0.233302934,0.23813643,53.98747915,2.206945151,146.8865329,55.76919871,0.445856102,1,0.38
0.008877366,0.015532163,0.20480879,0.713260216,0.152984351,73.39624105,1.373932904,151.4496592,57.45829792,0.455446701,1,0.38
0.009140712,0.01080905,0.241699478,0.49753288,0.263720412,81.85881831,1.608464035,48.73786679,40.84295867,0.443456083,1,0.38
0.007625015,0.009747812,0.296363938,0.617436763,0.255251257,69.785281,2.327553962,56.23279271,50.23750267,0.439723588,1,0.38
0.007731459,0.011052299,0.308435948,0.034227447,0.222156322,115.1758413,2.242885874,71.86106485,51.71487431,0.448830353,1,0.38
0.005637679,0.014895775,0.209954014,0.496426047,0.212808343,76.89218598,1.318235318,186.5761167,43.17696849,0.447242262,1,0.38
0.006521531,0.012005521,0.263549221,0.273431658,0.256975851,53.86867129,1.800835893,246.8851321,52.36177477,0.446399418,1,0.38
0.010529454,0.006409155,0.2881343,0.407172046,0.285269687,58.95897683,2.011519367,97.38278315,57.34932814,0.440393703,1,0.38
0.00391477,0.012510992,0.267204875,0.294249523,0.300164749,56.61130676,1.742953153,170.2040326,62.63118251,0.441730421,1,0.38
0.008020237,0.011043773,0.211902122,0.453613557,0.221247636,63.47274556,1.320804356,64.17938942,49.95837397,0.448075782,1,0.38
0.009074922,0.008915696,0.280539899,0.606109425,0.224320782,69.09574418,2.190711575,155.2915823,53.52167956,0.445562047,1,0.38
0.009013201,0.007840371,0.27432361,0.394944045,0.241365342,96.60606119,1.950968902,40.1137956,61.72999846,0.441742395,1,0.38
0.006325449,0.009167125,0.279435473,0.317825285,0.321646046,72.05924123,1.809599773,43.83300702,64.57269774,0.437350469,1,0.38
0.010409041,0.009194884,0.261919087,0.646945019,0.204448826,70.21770392,1.995869612,103.2707755,53.95887291,0.449305101,1,0.38
0.003876447,0.013135651,0.233171082,0.639745456,0.212407915,85.86674213,1.634552803,126.0645677,51.76755682,0.446003193,1,0.38
0.010321205,0.013530038,0.158915884,0.372506932,0.172719919,112.9143034,0.701492846,129.5291959,56.69120691,0.454753007,1,0.38
0.012823912,0.010935539,0.224677618,0.327858688,0.17904859,103.2876371,1.456683155,209.5629659,59.62123973,0.451059829,1,0.38
0.007374788,0.014718941,0.201024216,0.36567981,0.183666057,92.91417875,1.201782086,262.60846,50.68855018,0.451886276,1,0.38
0.007867499,0.010473184,0.225655067,0.35593004,0.305681603,64.22382043,1.282331869,94.32751373,56.82636981,0.444890612,1,0.38
0.002451662,0.011431787,0.27806386,0.521963004,0.298905717,73.96327322,1.970856038,74.37250668,46.17116081,0.44322757,1,0.38
0.004544458,0.016527836,0.220331915,0.127450035,0.206383525,72.3687811,1.340620638,102.7206543,58.72856715,0.451408052,1,0.38
0.009659385,0.010470766,0.230280152,0.716896098,0.246687365,85.30175539,1.602319866,26.63165901,52.74509982,0.444468304,1,0.38
0.005955321,0.00889821,0.366644859,0.32723151,0.287993532,47.62202994,2.990654765,120.5896526,43.62811508,0.439735675,1,0.38
0.010422182,0.009157998,0.350842942,0.438882137,0.263913358,79.8021857,2.813078248,97.95514405,57.48592626,0.43827123,1,0.38
0.00607919,0.009747784,0.305045542,0.167974838,0.267635508,79.3778081,2.133716872,159.9468973,48.60917151,0.445180841,1,0.38
0.001811349,0.009839298,0.361072502,0.106451815,0.313120057,64.40619614,2.618595094,256.4862402,55.13406411,0.436696958,1,0.38
0.00665905,0.009281774,0.323978613,0.467788226,0.231162837,122.5370576,2.536941901,115.7655551,45.09659037,0.443020344,1,0.38
0.017006974,0.002159618,0.524480233,0.16504134,0.285658267,73.17902826,4.557130908,190.7385148,51.37014421,0.438131976,1,0.38
0.014855633,0.009911989,0.267669748,0.286417632,0.172353928,79.63495259,1.9337035,97.53831371,53.06071789,0.448831315,1,0.38
0.010329104,0.0087498,0.255877418,0.446101024,0.202844143,92.19987,1.794563839,98.5681994,50.10859567,0.443893685,1,0.38
0.009216192,0.012736924,0.200189641,0.278341025,0.194883459,61.8885652,1.141086729,251.9973333,54.83988215,0.450742096,1,0.38
0.012416243,0.008406098,0.286161971,0.238265705,0.235549475,86.615653,2.002319321,243.8321984,60.97162064,0.443639799,1,0.38
0.015115215,0.006801471,0.300298529,0.650179796,0.214812323,81.02361055,2.414358958,152.7089299,46.18328423,0.445759808,1,0.38
0.010601989,0.008707934,0.25571753,0.098837227,0.256834706,79.20402688,1.636089242,32.01813776,47.00642383,0.444713667,1,0.38
0.016490127,0.005210166,0.34147816,0.273923683,0.289574337,52.73045516,2.647443468,59.14684281,51.50624293,0.442299491,1,0.38
0.006330444,0.01193183,0.219185219,0.750236856,0.235135705,100.5071482,1.387483221,260.0195358,53.43267134,0.445515365,1,0.38
0.010386023,0.012033595,0.196522607,0.263626051,0.212651082,82.43569861,1.09665536,17.45014376,57.18839752,0.451159431,1,0.38
0.006265171,0.012841577,0.207785699,0.698646601,0.216424519,87.17863676,1.261110142,164.2732629,49.33164535,0.445224891,1,0.38
0.009125842,0.010202706,0.230888197,0.742158116,0.242589478,87.58734417,1.562804029,211.069963,54.0073444,0.44394618,1,0.38
0.011310188,0.011738667,0.212814075,0.655363629,0.199681693,76.20831031,1.356843714,220.119788,50.76804084,0.44828955,1,0.38
0.003473066,0.010369061,0.339587828,0.543338795,0.27155095,80.21923878,2.700165552,243.291361,51.60597863,0.44239032,1,0.38
0.004967293,0.012810068,0.231310951,0.45300783,0.218162865,64.44241665,1.570938871,47.79222543,55.68268817,0.447990367,1,0.38
0.00570052,0.006820182,0.421577779,0.234679428,0.291848707,83.85620753,3.416233655,82.11813426,52.37150165,0.43758656,1,0.38
0.016977682,0.00325328,0.40047335,0.526774868,0.240763774,77.99087876,3.620252805,101.3523481,47.67917462,0.440939254,1,0.38
0.008145231,0.012613923,0.205821053,0.326581507,0.240075021,75.99678651,1.215471322,28.06821918,54.31441796,0.447362869,1,0.38
0.008460771,0.012830354,0.198366468,0.318629888,0.183591957,58.62614866,1.172010097,154.9298491,58.22576694,0.448934358,1,0.38
0.004570151,0.011230543,0.261884521,0.665182907,0.237648317,83.77599838,1.928582512,162.6177191,49.72082817,0.44529776,1,0.38
0.014847829,0.004604204,0.453399236,0.297015072,0.217037323,90.65050088,4.03533051,357.6173943,51.6480296,0.439728372,1,0.38
0.008373897,0.010151751,0.279954867,0.313537003,0.259723492,110.9141173,1.903484665,157.6626663,53.37791386,0.442893167,1,0.38
0.010747202,0.007239386,0.290491993,0.545412699,0.346731761,59.88446216,2.272021298,11.75293425,55.06561342,0.442627928,1,0.38
0.005615206,0.013218021,0.219685049,0.593900207,0.249439149,74.55305675,1.368634954,417.1673886,56.15759617,0.445317493,1,0.38
0.014659927,0.006697892,0.293757752,0.145720709,0.223765067,58.77919826,2.128541826,183.519429,49.07619743,0.443433395,1,0.38
0.012882148,0.007017139,0.303437497,0.514596858,0.226338919,87.29102726,2.386899131,95.76739444,54.44000761,0.444174445,1,0.38
0.007546024,0.012826905,0.205239824,0.444194302,0.214005249,33.71280689,1.309021657,156.4758891,57.25087089,0.449593095,1,0.38
0.013058233,0.008325821,0.230160983,0.407052152,0.232476584,72.48531307,1.483052751,94.84350975,51.9685099,0.445875219,1,0.38
0.008016199,0.010052175,0.291291766,0.350163297,0.20652054,92.83501634,2.222184415,47.43199424,50.16349571,0.445011112,1,0.38
0.008347172,0.01685137,0.188748601,0.245500879,0.159386996,75.53482139,1.093867164,106.9194229,56.79947573,0.45321397,1,0.38
0.012274211,0.00637666,0.342205256,0.533092872,0.253633894,87.30475505,2.744091801,86.39898639,38.9859692,0.438344752,1,0.38
0.003964844,0.014537147,0.215936692,0.190401968,0.201915415,108.8571856,1.308353655,173.2925392,60.93312179,0.450290594,1,0.38
0.003755116,0.008613555,0.405898677,0.066692928,0.30313892,69.23644524,3.030007372,223.8732831,56.96768453,0.437040016,1,0.38
0.013953968,0.005011596,0.427923643,0.216756534,0.266560227,81.23189821,3.641431587,50.99801929,58.21519647,0.438320716,1,0.38
0.016685923,0.002990918,0.439210105,0.295762424,0.334206159,55.40614684,3.574408355,159.5656564,47.99618519,0.438179082,1,0.38
0.008577854,0.009954306,0.255784998,0.599696002,0.19837229,64.01844076,1.917993746,224.6189673,48.14916167,0.449444227,1,0.38
0.010111267,0.008928899,0.317071096,0.587718206,0.248080852,50.3345591,2.624932212,411.2878954,55.00247824,0.440272815,1,0.38
0.01205205,0.003427599,0.367637694,0.587404688,0.377953239,54.42907066,2.765331207,80.07934259,50.2174057,0.434862713,1,0.38
0.009248568,0.011813511,0.206878074,0.701673824,0.219008011,116.3143729,1.290308894,62.73968195,53.18970499,0.447511345,1,0.38
0.013227811,0.008494815,0.261340712,0.378257271,0.205970566,41.22532824,1.957846666,104.1289076,50.57011388,0.448324,1,0.38
0.006859094,0.011475758,0.241546148,0.688973808,0.230157385,48.02251009,1.768783089,148.5193254,51.53522995,0.447318102,1,0.38
0.005271463,0.012754332,0.197602545,0.535417621,0.23049196,73.95315154,1.11814762,159.9451624,43.30623611,0.448588723,1,0.38
0.008400717,0.008958317,0.294111719,0.615228221,0.288065308,84.67131052,2.137366773,148.5521597,44.48212567,0.439859103,1,0.38
0.00149158,0.006722183,0.464568287,0.270066465,0.391369746,83.09048158,3.425393938,77.81657825,50.84330714,0.436162505,1,0.38
0.005338589,0.008219118,0.334171969,0.551913972,0.28826215,94.07082613,2.557772993,165.781298,56.26848011,0.439705224,1,0.38
0.006340106,0.010866578,0.222934181,0.646159483,0.249251684,89.29705846,1.399389019,271.6824193,50.30002751,0.443288797,1,0.38
0.00682475,0.013650522,0.210308186,0.383822933,0.171516881,108.2504822,1.304160367,133.8188292,51.57094991,0.453828307,1,0.38
0.014369129,0.007796642,0.303372639,0.46391405,0.216118036,77.89013822,2.367396091,309.4960417,48.70106141,0.441918777,1,0.38
0.011403158,0.006417022,0.322394526,0.586144047,0.252938716,72.49616344,2.575684488,265.4990339,51.76542044,0.440566909,1,0.38
0.018612962,0.005234186,0.296277313,0.43341136,0.187106415,76.30391499,2.333326814,145.0347159,47.97405126,0.449750508,1,0.38
0.015702873,0.003902637,0.341330685,0.191264308,0.22922453,59.23044582,2.717440476,125.7980104,53.22013978,0.445884434,1,0.38
0.006083996,0.01316247,0.266128389,0.660380091,0.222535005,60.9901645,2.021586419,126.4177239,56.37219646,0.445083213,1,0.38
0.018189018,0.004048396,0.373971553,0.120254542,0.297954169,50.00529556,3.132715782,19.73516034,47.75298455,0.440231775,1,0.38
0.006323187,0.014683902,0.165142888,0.237635204,0.19176488,59.92317139,0.763840226,201.2290392,56.75753117,0.451657848,1,0.38
0.006304907,0.015273342,0.204875419,0.362082352,0.179879139,89.56986879,1.268133532,242.7119647,51.33178973,0.451031838,1,0.38
0.004815084,0.006273061,0.452726334,0.472429089,0.313782976,71.31373215,3.886015009,188.4590031,52.12209316,0.437815342,1,0.38
0.007245533,0.013738006,0.260843293,0.067887784,0.194733623,59.59635484,1.847608993,58.410206,54.87080705,0.44899318,1,0.38
0.020378003,0.002759782,0.386420641,0.220736289,0.27704181,56.915861,3.185495309,48.52477305,46.7990794,0.441287372,1,0.38
0.008907672,0.012423686,0.17513552,0.300751837,0.178978756,66.87033183,0.922404095,55.13920058,54.73115824,0.453348854,1,0.38
0.011302316,0.008406716,0.279365837,0.364645044,0.304557937,62.94302621,1.862366925,169.2654262,53.27168628,0.441422437,1,0.38
0.010660319,0.009433507,0.256723093,0.637295804,0.245001172,66.11736189,1.896091322,29.13197548,50.0516885,0.443010622,1,0.38
0.014915279,0.005220385,0.337340504,0.547539011,0.23082613,113.2740859,2.768281398,63.62751358,54.45215473,0.440817239,1,0.38
0.009202664,0.011583862,0.225700793,0.547007711,0.197052505,66.19922098,1.51039813,204.2314855,50.58607659,0.448427401,1,0.38
0.007091121,0.008572235,0.32005032,0.603252379,0.287811799,102.3598576,2.418620854,195.1690898,51.81517905,0.440959743,1,0.38
0.01209123,0.008007758,0.324938621,0.348770452,0.244749298,77.53596818,2.581074874,55.27598394,59.69689468,0.440595884,1,0.38
0.009534389,0.007473962,0.273446624,0.67690234,0.226495383,85.31753415,2.082715468,201.7864586,53.54127806,0.443787196,1,0.38
0.01040724,0.009346491,0.298718903,0.197363075,0.226480308,119.2484056,2.165448761,160.3653726,48.74151309,0.444231039,1,0.38
0.013804974,0.008290099,0.299082181,0.256714621,0.213799857,56.01000935,2.298169542,163.9474143,61.20589118,0.444659056,1,0.38
0.011032578,0.007470053,0.287947888,0.237319557,0.264561649,100.0723376,1.968083018,207.9486325,57.35269351,0.441566552,1,0.38
0.007728486,0.014378033,0.184867512,0.67267617,0.168248512,78.10573986,1.08352051,157.8983992,55.15712118,0.452241795,1,0.38
0.015864509,0.004709532,0.344472436,0.200480223,0.27277934,96.77723007,2.507880672,220.3222287,55.33621562,0.443048806,1,0.38
0.016784896,0.003641906,0.429963544,0.315319974,0.282865987,103.291107,3.605885315,56.59088062,61.23659557,0.439952879,1,0.38
0.014412056,0.00688743,0.312319731,0.136504749,0.210298978,90.16996501,2.311062759,145.828245,55.44750277,0.446144588,1,0.38
0.008420923,0.00704579,0.300609072,0.605236148,0.319744418,119.9901038,2.035651841,301.8193037,56.83918089,0.437375779,1,0.38
0.007301222,0.01419025,0.187757304,0.623082305,0.194875761,74.03499665,1.073671742,68.41204682,54.63608204,0.449365646,1,0.38
0.008687269,0.011291849,0.25476944,0.559219047,0.231281092,71.90188447,1.782704211,193.2158131,46.41522525,0.444670428,1,0.38
