prev_Asl,prev_Ash,beta,epsilon,psi,sigma,nu,mu,rho,eta,kappa,notifiedprev
0.014052123,0.006581903,0.347987385,0.184063059,0.248591214,117.7669138,2.664752412,63.98655673,55.55809204,0.443328949,1,0.38
0.004569649,0.010945304,0.28850213,0.631112968,0.263772076,86.08511878,2.179953711,115.6746206,60.92432864,0.441691179,1,0.38
0.006904965,0.008047078,0.385730236,0.206597092,0.286921882,47.44967515,3.191913126,56.98958361,60.70707172,0.439479001,1,0.38
0.011518681,0.010896584,0.184934747,0.53157579,0.151640389,66.96592639,1.049228288,109.752768,49.05144298,0.454781093,1,0.38
0.004130578,0.008892204,0.337560186,0.505621583,0.267157532,86.61194108,2.695030548,62.28345261,52.70798245,0.440173725,1,0.38
0.013973828,0.013368515,0.169973155,0.572442976,0.091931685,76.27267456,0.941599129,236.9542433,42.01913627,0.458927613,1,0.38
0.010409346,0.006532423,0.377862442,0.360836122,0.300252913,87.54516903,2.89798074,238.0706383,42.7557982,0.440472084,1,0.38
0.005228088,0.010934979,0.275181737,0.642695009,0.274281409,99.5964551,1.950733234,210.9540028,52.41641857,0.442116791,1,0.38
0.011163482,0.012643495,0.193115339,0.772325999,0.124088098,88.2130533,1.223224639,300.24867,51.21243632,0.454649721,1,0.38
0.012756812,0.006007308,0.415579467,0.027120368,0.280730551,77.56500734,3.341270212,41.58775677,58.45429579,0.439085293,1,0.38
0.007886398,0.013538391,0.175344629,0.663166584,0.172135978,76.92319273,0.948759923,112.5157115,48.20250669,0.451957962,1,0.38
0.008080671,0.017961618,0.149772826,0.764064676,0.110988357,91.69788593,0.661615139,40.41660189,56.63313081,0.459610157,1,0.38
0.008274071,0.008695637,0.295194541,0.592930418,0.277307342,65.19251673,2.245003053,78.27065527,47.69220741,0.441992032,1,0.38
0.00645869,0.009661023,0.264042192,0.524754137,0.25444334,75.16434219,1.850820141,270.6262124,41.36962198,0.445899719,1,0.38
0.007393082,0.011083133,0.215787299,0.627581914,0.235076296,58.12462651,1.389988733,56.42025702,51.66833588,0.444975525,1,0.38
0.00931268,0.007273167,0.335354255,0.198645082,0.249868725,71.9985346,2.532422718,159.0903362,47.79133185,0.443022502,1,0.38
0.014303531,0.007063926,0.285913574,0.591286965,0.242397629,62.61776463,2.252708829,40.6089516,53.23169872,0.442677023,1,0.38
0.006447809,0.016869296,0.199459441,0.204776897,0.179276899,75.12812466,1.182958869,129.0801805,53.44537753,0.451546914,1,0.38
0.011887652,0.009038405,0.257628804,0.514229926,0.213359308,123.0420537,1.823958745,106.9014764,64.39627861,0.445393074,1,0.38
0.010170062,0.010440121,0.225152826,0.442463534,0.20487435,88.95400523,1.472684654,80.70238399,45.1924175,0.449979261,1,0.38
0.00683415,0.012068908,0.235838665,0.371979875,0.221700688,96.88839194,1.52835262,179.4852389,53.52555648,0.448562458,1,0.38
0.013680283,0.011261626,0.241496889,0.309427847,0.191567069,67.57635112,1.651904316,70.83162175,53.3318895,0.448489807,1,0.38
0.01414953,0.004694181,0.365514814,0.596085585,0.229619001,148.9651084,3.086701607,204.2626194,51.65982632,0.439593201,1,0.38
0.01307784,0.009223436,0.269267476,0.257927413,0.226960721,67.3660724,1.885498395,183.7342468,62.77421108,0.445466072,1,0.38
0.016491125,0.004110832,0.422777055,0.05870575,0.271009432,66.57662497,3.367952008,379.0520165,51.80344439,0.442404057,1,0.38
0.012178768,0.010424704,0.242254144,0.098317365,0.221655149,66.11615682,1.583365022,30.49220991,49.96889858,0.450512048,1,0.38
0.011506688,0.00702792,0.289971663,0.625072656,0.281321717,92.6859351,2.151409699,56.43983008,48.58923168,0.440888986,1,0.38
0.015180685,0.005104198,0.287417985,0.542696305,0.235083078,72.63016613,2.190353431,85.72359286,46.99702276,0.444031612,1,0.38
0.015382803,0.003625737,0.397785168,0.526836962,0.28663386,77.76905543,3.404371086,75.50659392,50.44029388,0.438983353,1,0.38
0.003509329,0.014238557,0.263647188,0.667275303,0.244339917,72.6474858,1.942837839,124.1090325,50.2782191,0.443569737,1,0.38
0.014893111,0.00548326,0.314932301,0.387116571,0.225434672,99.59212391,2.407275976,198.3895161,57.27025652,0.442231031,1,0.38
0.011867161,0.007872393,0.304451067,0.27404058,0.270233031,87.45633527,2.17868791,294.0631967,63.70843412,0.445143724,1,0.38
0.012384137,0.008164586,0.31524715,0.078708214,0.212721414,82.82125912,2.349470592,304.869617,52.07297846,0.444464143,1,0.38
0.012394269,0.004068948,0.353512464,0.525239057,0.286076973,88.0255991,2.783575858,122.3434521,45.95355305,0.439388344,1,0.38
0.012522751,0.008630875,0.309218325,0.34959697,0.279792402,71.0785576,2.237977366,74.96407479,51.20358239,0.439487675,1,0.38
0.004421878,0.013120481,0.265629342,0.213477382,0.220031626,90.13403744,1.825920948,181.3790016,45.35818971,0.446764054,1,0.38
0.006796928,0.013666449,0.266960496,0.576874722,0.233397112,90.44655113,2.004517936,155.2863259,43.75281452,0.447400115,1,0.38
0.008177462,0.0107333,0.229608674,0.643238951,0.192415274,70.43198443,1.62241928,73.43202786,50.87678344,0.446676784,1,0.38
0.006015709,0.012387203,0.209797613,0.703841338,0.229405456,71.17683443,1.312037518,218.5102301,44.64934056,0.444557142,1,0.38
0.014915279,0.005220385,0.337340504,0.547539011,0.23082613,113.2740859,2.768281398,63.62751358,54.45215473,0.440817239,1,0.38
0.007704192,0.012275058,0.20319951,0.673212302,0.201079382,72.59129899,1.294014665,111.0951694,47.59829245,0.450112682,1,0.38
0.009483154,0.007174016,0.325360657,0.579638799,0.340769688,86.0498656,2.346043658,65.82246654,41.63954429,0.437456435,1,0.38
0.012186568,0.004953511,0.359604096,0.172569569,0.299261224,82.73451049,2.642977624,67.15905393,46.98256246,0.439892908,1,0.38
0.000659326,0.014285847,0.280326162,0.434291874,0.257224669,108.0254501,2.0029304,296.2875723,64.56635557,0.444778024,1,0.38
0.003262897,0.018048821,0.194953804,0.146847943,0.183299774,62.22666602,1.136637779,115.3699632,55.36195935,0.453682503,1,0.38
0.007445387,0.009801189,0.280242039,0.009681905,0.297892074,105.6996755,1.6999545,94.6004771,62.18591898,0.441325664,1,0.38
0.008833523,0.017144754,0.148375416,0.515989366,0.112562147,53.03281243,0.702478323,94.07298791,46.45068933,0.460210981,1,0.38
0.000648009,0.013474489,0.229562395,0.513804877,0.269302523,85.00607956,1.440052461,67.27183561,55.23975857,0.441320647,1,0.38
0.011597275,0.005837871,0.442739486,0.501467131,0.281985979,73.63305335,3.890551776,191.9893565,48.90942098,0.437969952,1,0.38
0.003260183,0.010239677,0.320349721,0.354875577,0.294001176,117.0200495,2.280952037,63.86790048,49.2228702,0.438737891,1,0.38
0.010817178,0.014915772,0.163867196,0.67392373,0.161112874,97.30180223,0.791810561,117.7595793,47.11306635,0.453646976,1,0.38
0.013217989,0.0072867,0.253436456,0.452757225,0.219622135,107.9592333,1.718388453,146.593738,52.47569881,0.445710613,1,0.38
0.009308572,0.013138205,0.210454547,0.699273018,0.177837816,48.70109735,1.439756631,118.0692279,48.75801711,0.452280625,1,0.38
0.010263723,0.009506842,0.266235166,0.62711087,0.222727932,70.98808126,2.05393935,57.02593969,56.31255073,0.44630755,1,0.38
0.012450235,0.005640627,0.352993862,0.609508259,0.27493495,81.20834724,2.873548674,321.4135466,46.29475928,0.439993549,1,0.38
0.008045427,0.011657031,0.259358774,0.179764431,0.241344782,74.41514063,1.730595096,97.41944275,54.75798161,0.444937873,1,0.38
0.011163482,0.012643495,0.193115339,0.772325999,0.124088098,88.2130533,1.223224639,300.24867,51.21243632,0.454649721,1,0.38
0.003873888,0.011775965,0.25695213,0.284956323,0.310978542,84.70948593,1.574860641,68.22512674,51.75714881,0.44131484,1,0.38
0.009054457,0.013591328,0.183381813,0.760027777,0.187382653,60.59992149,1.055019374,228.1539926,46.09783276,0.451716598,1,0.38
0.011857697,0.007177565,0.285879889,0.604780768,0.275728714,56.27847534,2.166148639,71.75504703,45.86995715,0.441712174,1,0.38
0.012163174,0.011346516,0.239335306,0.240662515,0.200402482,80.69683686,1.579382523,291.5392791,50.61737069,0.446767504,1,0.38
0.007552571,0.009788594,0.288633099,0.103483635,0.240341829,62.69689131,2.018624999,197.6100657,54.55940808,0.445778051,1,0.38
0.011656806,0.010429915,0.204559954,0.452161747,0.185916364,69.49286575,1.23234071,214.7354648,55.22877456,0.4503224,1,0.38
0.014669592,0.006836208,0.287263072,0.654950309,0.237379637,94.19038927,2.177880965,102.9624913,51.93433065,0.442785637,1,0.38
0.009101388,0.008098788,0.25998559,0.311955734,0.294794995,87.42750746,1.615788066,113.4841802,54.24076796,0.440016098,1,0.38
0.012393165,0.007661599,0.277638277,0.428240356,0.233500867,71.73410581,2.042850144,46.55427043,55.70643971,0.445241319,1,0.38
0.00893259,0.008970067,0.295453208,0.637210098,0.264032361,92.02553987,2.22327583,88.84232116,48.20663527,0.442973047,1,0.38
0.011811511,0.008994033,0.251014277,0.70822094,0.234789643,75.58156247,1.824853634,275.8208429,54.10732281,0.443306885,1,0.38
0.010448726,0.008747864,0.299995429,0.456376722,0.197175684,77.70562253,2.37741063,150.5492296,56.83747619,0.445657724,1,0.38
0.003971244,0.007309051,0.417885153,0.014669784,0.301050828,92.26636833,3.117945059,80.28529417,63.35579291,0.436752627,1,0.38
0.007663506,0.009441673,0.257510632,0.711613447,0.234166126,60.64867849,1.92825907,225.0112092,51.71213777,0.442972919,1,0.38
0.011024661,0.00972022,0.219592519,0.524352733,0.353193887,65.07439007,1.623748315,4.404491663,42.34679099,0.443438485,1,0.38
0.012669675,0.00919,0.236237171,0.303888239,0.179381108,86.77999784,1.54548037,246.333844,48.09933836,0.449161456,1,0.38
0.014240097,0.005976757,0.331336683,0.549397101,0.21901852,80.43027124,2.725926354,159.5751474,55.13830472,0.440720165,1,0.38
0.003745572,0.00865855,0.396778985,0.13468281,0.345508318,79.68728595,2.921349225,39.62413488,52.0032061,0.437437326,1,0.38
0.01347206,0.007897531,0.286828084,0.631638523,0.217519776,123.3471468,2.219467399,86.54918065,50.85400015,0.443398945,1,0.38
0.007688282,0.007991062,0.381524659,0.133336132,0.258504874,127.3916107,2.951029663,86.48446031,56.70827064,0.441223757,1,0.38
0.005646412,0.012607471,0.25208843,0.625171689,0.239180431,108.9161889,1.744160432,212.8238159,51.76820413,0.443891253,1,0.38
0.009637909,0.008248807,0.336811663,0.38941882,0.284785298,64.76229022,2.58736929,262.0741531,52.1162006,0.439406711,1,0.38
0.008848044,0.007198761,0.327370208,0.606509779,0.288348974,92.32073076,2.527199633,243.1447491,54.49435967,0.438338686,1,0.38
0.011251137,0.0090779,0.297162709,0.655391298,0.188959852,111.7372222,2.427680933,105.0010721,53.70024319,0.447100635,1,0.38
0.010038764,0.012818752,0.230793819,0.311349129,0.218192052,58.51601178,1.522962905,161.6147219,47.98881499,0.448335718,1,0.38
0.011008539,0.009274466,0.329450586,0.146877422,0.213733585,125.8070758,2.495162821,134.6940643,53.92544782,0.444936663,1,0.38
0.01319298,0.008248282,0.288876275,0.495399402,0.223212053,90.39008828,2.210322847,62.09170653,48.8321463,0.444699969,1,0.38
0.012866082,0.008748933,0.285231726,0.128162633,0.188847838,91.59460167,2.079628283,106.600544,61.61262255,0.445118395,1,0.38
0.01364685,0.009904582,0.199176081,0.346810127,0.165050675,91.61391857,1.16432238,267.3320534,52.24296568,0.452303071,1,0.38
0.002497379,0.011538033,0.299797172,0.183168703,0.340142233,70.17729047,1.980000141,42.35688449,50.41724581,0.439673493,1,0.38
0.006922669,0.01043902,0.288055867,0.632450638,0.243611971,85.3973606,2.21216748,169.131824,57.79736147,0.445432815,1,0.38
0.011095649,0.005392638,0.448725666,0.384026153,0.286865863,82.43237669,3.842703369,129.9915382,57.44050862,0.438696886,1,0.38
0.003681813,0.013042815,0.255622837,0.707291198,0.193989827,132.376942,1.908869403,121.094313,57.33457772,0.446655798,1,0.38
0.010646311,0.006379107,0.384009802,0.162933253,0.264166667,103.5288637,2.947418977,148.7227161,50.67994236,0.441005156,1,0.38
0.009232653,0.009101318,0.262857771,0.68531285,0.197524182,74.77919576,2.014146524,166.6986978,42.80852443,0.446047024,1,0.38
0.013267049,0.006930692,0.347243142,0.416008082,0.247585428,70.14948209,2.838487175,116.1687772,55.39955696,0.443461969,1,0.38
0.011171813,0.004174092,0.39311841,0.473123731,0.296782595,68.97178054,3.283800173,81.06403049,47.85116956,0.436597218,1,0.38
0.005800711,0.009770917,0.34054583,0.216321982,0.223400246,90.69847409,2.664872733,121.9151249,49.33476602,0.4443261,1,0.38
0.006188116,0.013939006,0.188708664,0.610046949,0.195660838,57.65100097,1.116713279,61.14986843,48.97101828,0.451864356,1,0.38
0.009063372,0.008232797,0.278437466,0.570785929,0.257007692,80.61998496,2.03859729,151.3549489,56.61801911,0.441494206,1,0.38
0.010052635,0.008653459,0.322509579,0.232278049,0.264884995,70.63195899,2.398604315,225.0802465,51.20687293,0.441094362,1,0.38
0.006094282,0.014877523,0.193201038,0.710952916,0.188804794,68.02113058,1.184187496,102.7403156,40.08491951,0.448762855,1,0.38
0.012359772,0.00902698,0.272519149,0.45091936,0.168702557,88.65218243,2.048850917,82.4686945,61.10873762,0.448538144,1,0.38
0.002963672,0.023336908,0.158268482,0.781895117,0.188947032,38.31689721,0.82266844,186.9564788,48.33730008,0.451486547,1,0.38
0.02625863,0.001364392,0.460933905,0.034178709,0.275043532,63.63165567,3.85278358,75.65824943,55.3287978,0.438229897,1,0.38
0.011316837,0.007055956,0.32746146,0.17020975,0.235247377,81.0908025,2.457973548,147.7962306,49.91822664,0.44096766,1,0.38
0.011289757,0.011342101,0.224605862,0.230326292,0.178511306,69.16638401,1.436424201,199.7499067,50.77862071,0.452342213,1,0.38
0.006839147,0.007521277,0.355916098,0.516035658,0.287235912,86.07866028,2.850632754,78.50515032,44.91754389,0.437995023,1,0.38
0.00600322,0.008976584,0.331997008,0.394718072,0.261505909,58.53354557,2.610618633,179.4470552,55.40483252,0.440008078,1,0.38
0.00864934,0.01024899,0.282537542,0.674681902,0.21809451,63.97945129,2.260676381,129.8552334,50.03628354,0.444482939,1,0.38
0.011015221,0.006681915,0.39775082,0.209260903,0.317302446,79.92560587,3.044763604,82.95322615,54.24635607,0.436301919,1,0.38
0.01001608,0.016006036,0.156739232,0.447419025,0.118232569,75.39765701,0.773599908,121.1575913,60.4933035,0.45635913,1,0.38
0.007379642,0.01199701,0.219007348,0.729954396,0.227952789,77.78989911,1.407336556,175.4997376,49.89236062,0.44548573,1,0.38
0.006835916,0.015341161,0.178955355,0.384000401,0.19339285,85.04895257,0.952936889,252.7820485,46.04631176,0.453040883,1,0.38
0.009743205,0.010063524,0.227522647,0.639407332,0.212210499,57.12864991,1.546549606,57.5087294,54.24618751,0.447779392,1,0.38
0.014277317,0.006020485,0.271637631,0.63833445,0.228924861,68.73774566,2.051532331,128.4112723,52.78870716,0.44620912,1,0.38
0.007469131,0.013659399,0.195194916,0.636280809,0.175521941,110.9982727,1.163937356,177.5388642,47.80552084,0.453198749,1,0.38
0.003348328,0.022885864,0.153175183,0.780619757,0.172766365,61.42562367,0.721041326,149.9102906,54.64420588,0.450545757,1,0.38
0.001154413,0.013043395,0.256888676,0.45343149,0.336352726,64.99212726,1.583940745,114.1391461,49.88656398,0.440808926,1,0.38
0.009131982,0.013197788,0.208799431,0.244777087,0.16718334,64.91426053,1.29073537,176.7129572,51.2424324,0.454225622,1,0.38
0.002309364,0.012531721,0.293573156,0.023131338,0.276189276,87.19490979,1.918737969,120.9866873,51.52643404,0.441293075,1,0.38
0.008008591,0.009590123,0.260018309,0.411497242,0.274156205,60.61268821,1.747353488,227.7879795,43.69201921,0.441579076,1,0.38
0.004119335,0.011657105,0.287378867,0.486495347,0.274825147,71.13768388,2.062217092,123.2622515,50.99511017,0.441141267,1,0.38
0.0043144,0.007295797,0.42958081,0.249794433,0.276893489,110.2107476,3.463936041,122.857435,54.10491776,0.438424983,1,0.38
0.005050959,0.011917736,0.277438969,0.239915059,0.292119599,74.92352745,1.825126112,96.58498832,62.96900495,0.439737951,1,0.38
0.005257436,0.009672205,0.284266185,0.501746598,0.251579436,96.18688585,2.079863534,78.07185135,46.5104643,0.441742958,1,0.38
0.012480243,0.013824483,0.180234387,0.749375299,0.072920556,84.58982172,1.065894442,166.0746293,59.82137839,0.460844414,1,0.38
0.006890427,0.009217668,0.352596856,0.116602845,0.255618947,101.0655633,2.637833139,108.7057095,53.77852078,0.441739206,1,0.38
0.014659927,0.006697892,0.293757752,0.145720709,0.223765067,58.77919826,2.128541826,183.519429,49.07619743,0.443433395,1,0.38
0.01079812,0.008021289,0.322251314,0.556424086,0.271034537,110.122855,2.504286619,65.84155389,49.46181204,0.442074671,1,0.38
0.007877571,0.007995681,0.370236798,0.238710521,0.275918637,97.88658401,2.86018098,112.5768005,50.28460033,0.440242298,1,0.38
0.013204063,0.010493617,0.221447011,0.414323767,0.176651567,98.91437951,1.475501955,108.4101505,49.92278583,0.451065075,1,0.38
0.004510686,0.01302846,0.228738173,0.592738473,0.213306041,90.01881423,1.542943552,215.1302348,50.12167267,0.448548737,1,0.38
0.011014261,0.008506635,0.256689249,0.181561505,0.24112703,65.41697887,1.664606576,139.5599415,49.70454362,0.442182873,1,0.38
0.010740768,0.007969478,0.327714431,0.610093538,0.279356204,106.4168275,2.53538187,129.9384577,56.54914647,0.440468614,1,0.38
0.012879191,0.007388654,0.282549285,0.574024607,0.240189825,89.56753135,2.118357102,131.0202058,60.77738664,0.444847676,1,0.38
0.006814405,0.006229201,0.347605314,0.091433426,0.305675672,73.6342231,2.418986964,193.4819925,58.42928803,0.437846877,1,0.38
0.009631396,0.009407597,0.286687897,0.279481434,0.220182896,120.852345,2.07037952,198.0960138,47.32032382,0.445441836,1,0.38
0.01139696,0.00809558,0.25357299,0.480636406,0.267689101,86.57026005,1.715289225,157.0675052,48.01492552,0.44211117,1,0.38
0.012212766,0.00867428,0.314262543,0.398717152,0.192020924,63.81207534,2.555344402,166.4934972,49.62759165,0.446428311,1,0.38
0.00276987,0.01379433,0.238427357,0.698645191,0.263306167,89.68682582,1.591470287,119.8767665,59.43196087,0.443440853,1,0.38
0.009787745,0.00979657,0.28277521,0.524695567,0.228109133,60.82745764,2.153042328,227.6902003,47.74599239,0.442393709,1,0.38
0.016092753,0.005731126,0.327778569,0.075425512,0.271844192,106.1587371,2.274369467,114.2966503,49.43074653,0.442567639,1,0.38
0.010029934,0.007431044,0.345449063,0.497262046,0.285134322,60.06646823,3.017847607,19.67631194,54.76165051,0.440039211,1,0.38
0.005535398,0.007842076,0.337083392,0.215228365,0.309363322,94.44745862,2.36168332,65.6876667,55.80545554,0.438478454,1,0.38
0.003441897,0.012203287,0.255874351,0.370947054,0.358416857,75.11914514,1.519052723,47.84900921,47.81254983,0.437777953,1,0.38
0.006909861,0.01259549,0.230153285,0.523703518,0.204853354,68.19895809,1.565774877,169.6059013,46.00974268,0.448457508,1,0.38
0.010984352,0.012186633,0.201443037,0.478838973,0.168127911,119.8068843,1.18856194,65.81343419,43.58174316,0.452332524,1,0.38
0.00483809,0.009982492,0.296194939,0.63741322,0.287154298,111.8758815,2.191374114,191.5061873,59.51175192,0.440692403,1,0.38
0.007550913,0.010081821,0.286700058,0.505649203,0.226529487,96.45618902,2.154384172,205.0863189,49.16478061,0.442229276,1,0.38
0.005891153,0.014045199,0.235567221,0.618794578,0.195855194,74.90854836,1.669324421,58.13282692,64.90238019,0.447661173,1,0.38
0.008478275,0.010102533,0.234108617,0.561912821,0.249500996,54.47348391,1.593858431,46.25052662,67.13384492,0.445419393,1,0.38
0.00766358,0.01612741,0.175286834,0.549779723,0.151071753,81.61710163,0.980463073,88.85935865,58.9289603,0.455958271,1,0.38
0.009582321,0.00660862,0.463510417,0.36110941,0.260543259,83.66096854,4.165079103,137.6371222,47.90840095,0.440235485,1,0.38
0.006834358,0.014933989,0.184664761,0.563549421,0.197591051,82.9588488,1.052737899,72.40130792,47.39058484,0.451967985,1,0.38
0.007462186,0.00766565,0.295163656,0.642339342,0.34985359,62.62232745,2.131635683,28.44281173,54.38591664,0.439174005,1,0.38
0.006838007,0.013563697,0.219914345,0.290205417,0.26106643,62.03855555,1.29174695,54.41808539,51.3596373,0.445195483,1,0.38
0.013720451,0.006269184,0.334907986,0.38902633,0.265327868,48.87359784,2.717724172,82.81152066,51.04475225,0.441189055,1,0.38
0.003708557,0.008013976,0.340144073,0.255013648,0.428939018,51.97851553,2.108964838,86.08732981,57.18176653,0.436594976,1,0.38
0.006042603,0.01804513,0.163065265,0.471856599,0.136575157,81.00243908,0.841104963,335.7972184,55.35940865,0.456620028,1,0.38
0.007288706,0.010115929,0.283887331,0.654090415,0.243512698,86.00618954,2.160971477,147.3065388,54.43712751,0.442627671,1,0.38
0.012893164,0.004585859,0.347548097,0.528528136,0.285288743,63.39727643,2.826176552,68.09258882,47.23992475,0.438594385,1,0.38
0.008577514,0.006106647,0.313080267,0.46338729,0.348849889,71.45608495,2.230315326,35.16321131,56.14217606,0.440029518,1,0.38
0.00867143,0.011624569,0.280180657,0.34016435,0.203256424,84.97477344,2.110653077,66.16497122,51.00567462,0.448464671,1,0.38
0.007404018,0.008030489,0.351504987,0.39357396,0.350402229,60.31640808,2.50866957,175.8042597,48.90836728,0.438532788,1,0.38
0.009914933,0.008266135,0.264510494,0.574647718,0.339538998,67.88820179,1.654737433,134.2289786,51.79461764,0.438092009,1,0.38
0.008478661,0.013595895,0.213258322,0.360854238,0.194944334,124.8335539,1.323614396,112.2724075,41.64616193,0.449888987,1,0.38
0.008014436,0.017408778,0.184739832,0.785831427,0.168584584,109.2244717,1.096340551,57.29732249,53.71750251,0.450767258,1,0.38
0.010048647,0.007472963,0.366610646,0.25245122,0.291626905,94.92222361,2.764528281,79.56270083,58.33665158,0.440652728,1,0.38
0.012819529,0.0114424,0.199067622,0.573120616,0.181131538,44.05553388,1.285121048,30.13580149,55.81918224,0.450470054,1,0.38
0.010766415,0.015430467,0.151298556,0.739658607,0.102288838,53.7653509,0.694053653,21.72383037,54.81004843,0.460140243,1,0.38
0.01157703,0.010731929,0.207756064,0.739466625,0.192835463,74.38343926,1.323051842,84.35054864,53.59473228,0.445784218,1,0.38
0.005736204,0.014189568,0.199227085,0.713686818,0.207935327,81.72637502,1.266196311,24.51959213,52.31130732,0.449545641,1,0.38
0.008184421,0.0063227,0.326211068,0.489674714,0.357236578,82.73942051,2.371322338,25.28786437,53.28302397,0.439089898,1,0.38
0.010460873,0.008357521,0.289030836,0.332168759,0.253719377,66.42216017,2.097888607,97.42171384,43.94378895,0.44272308,1,0.38
