beta,eta_l,eta_h,epsilon,mu,nu,psi,rho,sigma,prev_Ash,prev_Asl,kappa,notifiedprev
0.37976796,0.323726767,0.681607919,0.458467886,297.6440388,2.875492287,0.139076231,60.03577654,59.59117567,0.065459432,0.004139119,1,0.38
0.306153922,0.373985084,0.781131191,0.829624706,214.2612677,2.158273145,0.182311952,52.2946528,98.13084288,0.058317162,0.00667931,1,0.38
0.315674145,0.412508693,0.467525788,0.191119565,258.0795148,1.815320277,0.127832595,59.13046734,101.8915849,0.081825425,0.00307205,1,0.38
0.342761549,0.391249192,0.571382588,0.973605389,206.2556618,2.476150207,0.14906193,54.40653772,97.12696066,0.056058325,0.005057548,1,0.38
0.297101446,0.365484675,0.555782972,0.794317846,329.8621289,2.065528858,0.149432173,57.65900536,62.32880813,0.060870574,0.009364983,1,0.38
0.375378434,0.294309112,1.143903826,0.427957299,153.2040918,2.48063631,0.207445061,56.66242377,89.18814831,0.04721076,0.004688571,1,0.38
0.348428563,0.321915497,0.646743717,0.787939333,265.2483826,2.545201721,0.15570003,49.68767469,96.29246071,0.044072918,0.008116259,1,0.38
0.471327425,0.370384679,0.794280371,0.38982888,209.859604,3.621834878,0.1306256,58.89690371,106.1575839,0.060473102,0.003309966,1,0.38
0.444197447,0.356199758,0.915636106,0.676427064,210.6592105,3.554930589,0.137868571,54.51563309,60.72234995,0.073857866,0.002308659,1,0.38
0.318565167,0.311854002,0.677009224,0.878447318,212.471342,2.224728459,0.167367237,53.30742323,69.8866524,0.067997134,0.002690758,1,0.38
0.371222315,0.319381554,0.739308445,0.823815823,84.22139111,2.914925517,0.157581525,57.02455905,84.03290591,0.053598592,0.005061212,1,0.38
0.420077585,0.366976004,0.701319985,0.295231411,162.7456659,2.999053865,0.12929706,58.25673788,92.36119747,0.062440946,0.000210791,1,0.38
0.549715795,0.391796443,0.587035336,0.251875933,137.1615721,4.334399186,0.079474358,51.4494192,88.62136485,0.073437041,0.006639349,1,0.38
0.304273788,0.339365597,0.683289432,0.348010399,138.9375783,1.866207559,0.194609974,51.09074572,77.30187641,0.0464916,0.009790706,1,0.38
0.537492659,0.343547962,0.705418716,0.42276574,247.2052202,4.417722532,0.096959606,53.04076451,97.32372084,0.047162594,0.001833687,1,0.38
0.551721415,0.338395672,0.791713788,0.294161145,245.9077133,4.496095059,0.105158409,45.42767979,94.10613094,0.049371105,0.005162185,1,0.38
0.394697359,0.388627834,0.505262837,0.992115037,265.2558516,2.848369964,0.120052127,54.02987195,62.7173727,0.066033501,0.009009992,1,0.38
0.4595282,0.285116959,1.020983331,0.886117297,307.3569309,3.920838433,0.1741671,54.99508787,75.14553039,0.051442513,0.00491253,1,0.38
0.791647152,0.384698345,0.590762756,0.071675114,241.5994779,6.312727206,0.056250016,54.61604801,124.4276131,0.064164993,0.008846216,1,0.38
0.32601881,0.384594138,0.473010724,0.522276624,370.4681536,2.140404727,0.137539515,48.97990446,117.107682,0.088373481,0.000515166,1,0.38
0.444689425,0.364206481,0.703298049,0.776926953,103.2789846,3.449102167,0.130465577,49.82815738,180.6848521,0.050889971,0.004863859,1,0.38
0.358320184,0.347795483,0.857221572,0.854508038,273.9345469,2.588195501,0.169350261,48.86082638,129.0532389,0.055005006,0.00611974,1,0.38
0.271910807,0.365126535,0.579017525,0.987429644,303.8416098,1.567688302,0.199101595,54.4140745,146.6343479,0.056489876,0.009933634,1,0.38
0.462192989,0.271545928,1.290132077,0.589414495,194.7756508,3.457796346,0.174622304,53.48838772,100.0068954,0.049898417,0.007244247,1,0.38
0.340650616,0.371367303,0.742503158,0.45469841,147.0293055,2.284900015,0.162078964,51.38416005,92.37575734,0.059318207,0.007085119,1,0.38
0.415097291,0.295633618,0.873827964,0.4747714,78.8558259,3.034412398,0.148154942,48.2994505,101.5850617,0.06239173,0.005555897,1,0.38
0.309059841,0.351465358,0.664486095,0.660096437,132.4210535,2.029619005,0.175855089,55.95931932,64.14845578,0.050232186,0.008176567,1,0.38
0.403428029,0.389090175,0.464811806,0.320622209,237.7651881,2.745849056,0.110749073,47.75606807,83.13206336,0.066064407,0.005986237,1,0.38
0.413599946,0.303926301,0.692562877,0.662633819,102.9831489,3.319919779,0.123007966,50.7718956,64.20167381,0.043857109,0.007574279,1,0.38
0.343551711,0.427585127,0.507493692,0.271309682,204.7587371,2.49393238,0.123298116,62.98296315,75.35356925,0.074385523,0.009939387,1,0.38
0.439212082,0.291746375,1.343888047,0.295586917,149.3284595,3.100692434,0.190555507,53.16841669,79.86317673,0.044389174,0.00725463,1,0.38
0.3097124,0.335477228,0.800379941,0.728793117,375.5838104,2.115192823,0.182315624,50.92178504,61.55430005,0.060736448,0.006099676,1,0.38
0.663056874,0.327600254,0.937604505,0.942850194,413.0168204,6.531202107,0.092646791,63.23539988,106.0305613,0.050928308,3.21367E-05,1,0.38
0.403479475,0.279217066,1.016656769,0.746124154,178.1426148,3.210358501,0.175270346,45.52662512,76.83095479,0.038477908,0.007889115,1,0.38
0.33406855,0.357441099,0.855642051,0.380827128,188.6652318,2.139621733,0.182003999,51.18219121,98.64067453,0.055392824,0.003017435,1,0.38
0.49003257,0.398501719,0.480832994,0.629983497,205.405323,3.27404726,0.100451198,55.9769744,82.49452484,0.097273306,0.006153301,1,0.38
0.367781138,0.357739352,0.813684357,0.847496804,319.6673931,2.756308723,0.157108938,52.45896587,117.1919993,0.061896935,0.005633716,1,0.38
0.407861862,0.417361305,0.54327073,0.158908939,531.4681017,2.805081026,0.111456149,57.56722722,127.5717008,0.064768826,0.002830737,1,0.38
0.261992503,0.352262781,0.727084105,0.852789198,145.90482,1.644298423,0.221775812,48.48364398,82.29766235,0.064301701,0.008103999,1,0.38
0.258641934,0.366492515,0.587228594,0.849918439,217.7100464,1.430911185,0.20375949,53.68309647,104.2994723,0.074662997,0.00983054,1,0.38
0.426668172,0.374866098,0.867739252,0.323141654,178.9556005,3.181342458,0.127719225,48.18529182,59.69422344,0.069917428,0.000259039,1,0.38
0.3566553,0.284919633,1.006990897,0.898514001,175.6091851,2.670536448,0.206574593,60.31706207,72.09084767,0.04132702,0.006933101,1,0.38
0.376698919,0.415763728,0.573684076,0.668280274,262.48505,2.658554913,0.116023586,52.30081314,171.0907421,0.08606817,0.002613059,1,0.38
0.355757232,0.333880156,0.56040081,0.600271936,98.94057584,2.318738194,0.131292222,56.77772426,98.43706731,0.082162608,0.004832177,1,0.38
0.423116699,0.362291336,0.369946014,0.438721163,273.8338645,2.746684574,0.099324173,55.75131335,216.8456157,0.074189843,0.008755576,1,0.38
0.30072796,0.319523107,0.664438741,0.84557808,123.2872531,1.763229347,0.190684923,47.39350337,98.11400335,0.072368947,0.007430033,1,0.38
0.44004914,0.265388291,1.166931915,0.327157564,158.4170631,2.993637861,0.193971836,44.75372787,91.37160059,0.049060185,0.007063153,1,0.38
0.401725991,0.29457968,1.101963652,0.396227094,108.7935349,3.112849796,0.178546862,44.55537793,47.61595592,0.044469139,0.004644352,1,0.38
0.356239999,0.318672462,1.259369117,0.519352736,247.3046609,2.38438792,0.210393798,50.96532133,87.60388649,0.044201288,0.009424432,1,0.38
0.391595287,0.314379771,0.839916699,0.842666516,93.82506084,3.033469533,0.165019459,45.08695102,141.5749688,0.073588515,0.006075348,1,0.38
0.335034991,0.4394348,0.60071205,0.649959943,159.8847613,2.301863714,0.14365685,51.66552417,166.6649067,0.084139684,0.002282963,1,0.38
0.355777931,0.307446061,1.026061104,0.650876089,151.6740065,2.587932224,0.200447407,55.42419063,81.54769138,0.03668546,0.009205482,1,0.38
0.554862732,0.344312015,0.797284244,0.642403,209.9382808,4.959542272,0.094107344,51.2984878,46.42423985,0.07490694,0.001812143,1,0.38
0.30339333,0.264678627,1.081851086,0.871079927,185.0225707,1.980646779,0.250342568,53.92415521,62.05269679,0.038743016,0.006334554,1,0.38
0.46135993,0.253187373,1.24275777,0.539354845,106.4115343,3.534696908,0.185550742,63.48803923,117.1622814,0.031571469,0.004070934,1,0.38
0.3070312,0.426556842,0.571432993,0.518738986,235.0606078,2.01681352,0.14485269,56.47659689,114.5891058,0.08485651,0.003309429,1,0.38
0.294986713,0.388223502,0.416936223,0.495357757,167.4601864,1.821214885,0.139537091,60.18614298,87.55077591,0.048558017,0.009261054,1,0.38
0.423003957,0.382479216,0.509040966,0.638456073,347.8156001,3.024158817,0.11115159,60.33458751,50.72511697,0.073224952,0.006130175,1,0.38
0.505542413,0.292931884,1.076422146,0.223273732,322.6223364,3.858820446,0.135570451,53.55967621,113.7098719,0.038035379,0.003143296,1,0.38
0.486054726,0.352688377,0.65303044,0.395195824,94.80331349,3.581093615,0.106032623,58.59920234,81.45073291,0.08403182,0.004578313,1,0.38
0.39293091,0.357898417,0.508383936,0.920843365,240.0150446,2.518719073,0.123887068,51.31459875,113.3047474,0.0708579,0.007364531,1,0.38
0.385089828,0.333267664,0.690077589,0.214224038,136.9438282,2.59873508,0.14896083,55.73727314,84.13896222,0.044893281,0.006293535,1,0.38
0.502899166,0.295092274,1.064466537,0.432141892,421.0268384,4.220847697,0.137093849,50.82748577,76.34799805,0.041646245,0.007592725,1,0.38
0.35077871,0.345239589,1.155181347,0.762921859,195.7992822,2.085719692,0.23440369,51.31092789,102.8595323,0.040527126,0.009848624,1,0.38
0.3267524,0.399423311,0.581689858,0.999448997,131.8879508,2.272421256,0.158476643,53.85542094,94.36109657,0.052433852,0.005375859,1,0.38
0.341195996,0.344477763,0.705972571,0.92719164,144.7203826,2.433603574,0.169396655,54.65388731,75.93971338,0.065971787,0.004804406,1,0.38
0.519496455,0.409164972,0.828078177,0.746453576,159.2453245,4.655469884,0.099967618,71.34862878,140.9685554,0.03402499,0.007702259,1,0.38
0.443417304,0.35381618,0.561428074,0.536549741,171.4476974,3.056422224,0.116807336,54.66692156,74.72192875,0.080149407,0.001708134,1,0.38
0.425072814,0.420927769,0.583241037,0.778330027,153.8005656,2.837179666,0.123594766,55.24413203,95.13265813,0.087679056,0.006217383,1,0.38
0.572709502,0.329254266,0.820630529,0.49472971,176.0961024,5.112929009,0.115274035,48.25502854,126.3649661,0.034375953,0.00567375,1,0.38
0.31396734,0.359264836,0.702371894,0.539676933,200.578669,2.178830432,0.161186668,46.94491469,61.40919136,0.065823448,0.006462991,1,0.38
0.363698694,0.40188374,0.773087616,0.695447541,124.5343085,2.565496799,0.162561402,54.30854799,95.32884545,0.075110301,0.005643151,1,0.38
0.351922047,0.457559136,0.533885939,0.334110772,211.3304577,2.503527532,0.117298351,45.62743463,161.0444515,0.074676091,0.000952997,1,0.38
0.348522762,0.370919755,0.734055186,0.997489487,76.30297614,2.549268248,0.178681309,55.44398621,73.62971513,0.051027955,0.003361663,1,0.38
0.306103037,0.378312588,0.516744135,0.575344077,167.9604781,1.893426395,0.156582996,61.90133767,90.93591329,0.073911084,0.000774831,1,0.38
0.395315258,0.412189987,0.427300081,0.649744697,257.5504242,2.586614115,0.11147402,57.38959811,218.555898,0.078070544,0.009416056,1,0.38
0.314611519,0.439108958,0.675487477,0.210446819,143.3586226,2.01747297,0.143649607,54.30830998,131.6597603,0.07884222,0.000476669,1,0.38
0.320903984,0.334099354,0.709714077,0.291247169,378.8559916,2.146250327,0.165348558,57.29375825,65.2904034,0.05602123,0.006254391,1,0.38
0.452486395,0.374240353,0.497338752,0.728702132,207.5573587,3.471286757,0.099862814,55.75220297,89.36913272,0.062904894,0.006688018,1,0.38
0.395615216,0.390174297,0.738733875,0.726085755,149.1091331,2.956704186,0.132850256,53.37688813,88.76627078,0.053077952,0.003957834,1,0.38
0.497738975,0.320081479,0.888801374,0.492570304,266.8335178,4.085730182,0.122161919,54.15369676,57.17202505,0.058383393,0.003348,1,0.38
0.381488705,0.315181184,1.035388899,0.097908551,351.8852504,2.325707036,0.20210013,48.53934109,84.98017925,0.048647782,0.008174267,1,0.38
0.38097401,0.370413325,0.518508476,0.375590152,189.8619548,2.253286736,0.129220239,51.75033037,136.8232067,0.084700818,0.00812877,1,0.38
0.328357038,0.268701448,1.101699556,0.914607057,156.1052332,2.136379137,0.247056016,53.96744042,66.95635638,0.060162562,0.005229987,1,0.38
0.38503214,0.372465265,0.501504525,0.774669294,155.958533,2.601954931,0.125091328,60.99367484,79.15374224,0.086369792,0.008983249,1,0.38
0.337258148,0.327606211,0.87375843,0.295169466,208.5444843,2.139718071,0.195198765,47.29848122,57.52646648,0.061411562,0.006096002,1,0.38
0.335164808,0.344472845,0.506008347,0.445685607,252.0549931,1.968191105,0.157940768,52.1254567,146.3166215,0.075844248,0.006106876,1,0.38
0.359528162,0.353500194,0.643951467,0.66446064,208.2252866,2.534518306,0.151156864,49.74681669,118.305842,0.071011119,0.008721534,1,0.38
0.30580124,0.400035577,0.490574923,0.636625632,289.7374195,1.935789962,0.1432651,53.84207301,228.5804882,0.06998206,0.007512122,1,0.38
0.335471649,0.325839288,0.834265962,0.07488749,225.6960711,2.109320007,0.175415873,59.57541139,73.85973507,0.050689897,0.007027849,1,0.38
0.426244062,0.41808209,0.732327496,0.617804434,250.7141336,3.159467477,0.123553418,64.62781958,111.558895,0.079643617,0.000226641,1,0.38
0.517575502,0.319672065,1.009201605,0.120596388,185.4102202,4.016535059,0.130456576,52.29649273,87.07416168,0.048196523,0.007242584,1,0.38
0.37220253,0.393455584,0.815199133,0.995270854,154.7740572,2.819574832,0.160741794,70.35978626,113.1327259,0.076777757,0.009007885,1,0.38
0.526112148,0.34162396,0.953696827,0.191714288,402.348917,3.975558312,0.128067283,48.87870551,123.2726326,0.046072073,0.000998483,1,0.38
0.353935415,0.410914242,0.537306515,0.884961414,326.2006402,2.35263984,0.124837789,56.91545913,155.3624766,0.068177297,0.008933017,1,0.38
0.416111073,0.319710037,0.968647245,0.82531351,188.0208486,3.414199877,0.155376259,49.42065379,55.44653561,0.048755164,0.00558955,1,0.38
0.66848474,0.288346781,1.01953131,0.588056579,439.0165465,6.444848069,0.097628155,52.3531257,79.71751972,0.038317597,0.009715557,1,0.38
0.458931359,0.340367599,0.639106489,0.048242128,153.3125342,3.249240481,0.111460961,53.79314423,90.69576352,0.066280841,0.005100579,1,0.38
0.467992166,0.30387135,0.947564005,0.926645872,197.5380469,4.109468528,0.139234243,45.79274974,77.83079977,0.043057993,0.009384429,1,0.38
0.381923945,0.296753214,0.865748877,0.894652577,275.2679855,3.160002138,0.160088966,49.72961718,105.206043,0.040420642,0.009872282,1,0.38
0.610280883,0.404093886,0.518629147,0.661929872,178.2600627,4.873640173,0.077488526,55.1125812,91.70526254,0.06778138,0.000674753,1,0.38
0.36546603,0.417162995,0.570960592,0.114329393,268.5651909,2.536159636,0.1278984,50.73167478,70.81178799,0.065385779,0.006648545,1,0.38
0.540842574,0.352588235,0.689167048,0.852422465,303.6660206,4.738036883,0.10419967,55.40095983,76.83155441,0.0603676,0.009813485,1,0.38
0.360534168,0.36228413,0.674857293,0.978165932,196.152905,2.741239519,0.14809129,49.892836,95.93857857,0.064145775,0.00988562,1,0.38
0.352056556,0.369559735,0.535928218,0.20717978,169.2857159,2.234347929,0.132506174,54.60893924,122.9525214,0.08508851,0.002893176,1,0.38
0.402924401,0.401436972,0.439798026,0.328039375,369.7581223,2.693692088,0.108549415,56.35003501,199.1581993,0.067724884,0.009642351,1,0.38
0.413199908,0.327131229,0.723110013,0.242780865,102.357,3.145114521,0.129198298,63.16913037,68.12445245,0.055994229,0.003554961,1,0.38
0.3980391,0.384695955,0.682513946,0.868037303,200.947273,3.195451032,0.139123607,55.8843961,128.9683448,0.060310645,0.007529666,1,0.38
0.366534923,0.399944063,0.698747931,0.970672518,332.2323545,2.851159051,0.142724599,63.8532007,88.63157741,0.079277047,0.002632464,1,0.38
0.412503097,0.347190221,0.630024605,0.982580646,243.2265966,3.028581284,0.13064613,39.43854627,99.6015802,0.071140917,0.008657048,1,0.38
0.34847805,0.314851706,0.734648296,0.433196341,171.0977733,2.334746536,0.14528785,38.82226712,91.39871846,0.07276572,0.007435341,1,0.38
0.35492721,0.34981419,0.892189819,0.280766939,306.7107598,2.374627071,0.183282407,49.85534973,83.64279001,0.050506471,0.008584068,1,0.38
0.338319229,0.272293732,1.18924427,0.821662264,299.9820705,2.203262702,0.246853394,54.88838476,75.37521338,0.031115251,0.00666773,1,0.38
0.38503214,0.372465265,0.501504525,0.774669294,155.958533,2.601954931,0.125091328,60.99367484,79.15374224,0.086369792,0.008983249,1,0.38
0.390796472,0.305712091,0.984240972,0.991460569,292.2641772,3.125427121,0.171353788,50.91388408,64.58331361,0.046988137,0.006010025,1,0.38
0.506463299,0.367957826,0.549438157,0.918155226,197.1272589,3.781313061,0.093801733,55.77744451,78.9067081,0.072783821,0.008178968,1,0.38
0.74313114,0.380033565,0.521513058,0.069273036,215.286501,5.650457207,0.065191778,61.24567082,92.32196276,0.082381504,0.004082029,1,0.38
0.716324896,0.243382197,1.560076162,0.018485958,363.7635271,6.163743285,0.111897078,51.49623435,98.02710038,0.031403792,0.002611957,1,0.38
0.28381674,0.340643434,0.725267272,0.739129947,284.747,1.885908876,0.193701344,54.8983851,69.11561765,0.059276745,0.009894707,1,0.38
0.494175779,0.344757608,0.690696591,0.782257923,172.9127625,4.101393236,0.124729623,47.42771217,119.7724374,0.061261847,0.007078234,1,0.38
0.689169986,0.301696385,0.703175367,0.317500986,155.2230066,5.639494719,0.077429866,44.50426553,116.7776507,0.038393292,0.00839118,1,0.38
0.321204318,0.335813381,0.858639358,0.398315808,300.8006541,2.18983104,0.200084858,57.36146597,71.05679461,0.041339248,0.007007005,1,0.38
0.328296886,0.320857101,0.85459073,0.134224082,114.5408434,2.038548793,0.185345849,59.31995393,98.034052,0.045747125,0.009085095,1,0.38
0.53696541,0.369336793,0.522721892,0.949323166,195.7660148,4.03536537,0.08895627,54.27504287,101.926458,0.073631968,0.007635109,1,0.38
0.431043183,0.316746612,1.121439043,0.957776236,177.8131031,3.596883381,0.15118249,52.03176633,112.1160354,0.057060443,0.003520744,1,0.38
0.338048829,0.374428279,0.690269076,0.636960111,116.1886748,2.382369394,0.161886646,46.16034164,61.44359589,0.046539814,0.007831019,1,0.38
0.355795832,0.372834571,1.00178942,0.440670287,408.9685094,2.336759883,0.21129912,58.92449814,93.91897802,0.047757882,0.006639928,1,0.38
0.367232807,0.330166983,0.654135227,0.325967331,349.2845591,2.47154389,0.146444187,55.03012652,69.15995843,0.078678374,0.00083834,1,0.38
0.438101743,0.412495624,0.729867447,0.794416118,173.310826,3.342485319,0.132055563,66.94430916,84.93204998,0.067342434,0.006889163,1,0.38
0.344333965,0.315861388,0.781613285,0.328591619,85.80340684,2.116723105,0.180155337,55.98966451,66.02301152,0.053564347,0.007635187,1,0.38
0.30029991,0.301659525,1.003978667,0.643208706,136.0926124,1.660485392,0.256175923,48.77106984,89.28994598,0.049889814,0.008001962,1,0.38
0.497738975,0.320081479,0.888801374,0.492570304,266.8335178,4.085730182,0.122161919,54.15369676,57.17202505,0.058383393,0.003348,1,0.38
0.37550787,0.349173947,0.601560564,0.532805749,133.6769147,2.613236183,0.12912378,60.23907693,108.5825195,0.050244408,0.002611556,1,0.38
0.398369265,0.325896355,0.839921753,0.544413458,300.2669583,3.097199061,0.151267193,69.72180409,86.45236372,0.046163815,0.005881121,1,0.38
0.276920655,0.370927067,0.662203936,0.597494751,198.3759933,1.565803774,0.20020674,59.28029165,76.41724648,0.057328682,0.008491277,1,0.38
0.460778777,0.357782309,0.438344439,0.004860452,182.6924606,2.803910264,0.097251306,51.96739966,147.1924236,0.079431671,0.00854577,1,0.38
0.791647152,0.384698345,0.590762756,0.071675114,241.5994779,6.312727206,0.056250016,54.61604801,124.4276131,0.064164993,0.008846216,1,0.38
0.506590705,0.332540498,0.783536096,0.104478019,250.6383087,3.676637745,0.120386608,43.67301154,117.161568,0.049326388,0.001441862,1,0.38
0.365207921,0.376749346,0.548078957,0.951593601,148.444155,2.416964576,0.136570432,57.58549701,117.3636655,0.096411048,0.009702002,1,0.38
0.378733654,0.348238133,0.634357584,0.51934434,113.0534291,2.678923243,0.136724872,56.74282041,107.4253682,0.060672403,0.006620555,1,0.38
0.419810784,0.368333436,0.451457294,0.371721971,99.43949217,3.061665754,0.094805135,46.80500275,81.58284474,0.066088931,0.00541228,1,0.38
0.305002658,0.48169846,0.592114275,0.351436283,113.2341049,1.918418601,0.148248083,55.1848862,190.6624343,0.075936011,0.002120886,1,0.38
0.44946578,0.301594911,0.895514533,0.392563725,310.5773336,3.408765323,0.139078268,53.63251051,85.35084749,0.042530271,0.002025252,1,0.38
0.355828541,0.386120441,0.658979563,0.825533223,148.5467213,2.664336945,0.142160244,52.22923289,79.18872085,0.065738088,0.006110278,1,0.38
0.528049531,0.361966479,0.600719561,0.847494691,100.8144521,4.386772565,0.104996503,53.75377352,92.88331726,0.084883697,0.000433163,1,0.38
0.389305868,0.425087475,0.486792179,0.382405969,253.404893,2.90012179,0.108492274,57.85045068,86.15920359,0.078612899,0.006101697,1,0.38
0.42083833,0.359054781,0.763022034,0.890822876,160.9748194,3.6301308,0.120215439,48.00964314,98.86649323,0.054956138,0.007096341,1,0.38
0.258641934,0.366492515,0.587228594,0.849918439,217.7100464,1.430911185,0.20375949,53.68309647,104.2994723,0.074662997,0.00983054,1,0.38
0.351969743,0.317988454,0.538880663,0.818586505,179.054834,2.194191364,0.147514644,51.37931781,99.85659659,0.093958619,0.001784349,1,0.38
0.397108215,0.361735947,0.764625278,0.157457355,331.9611112,2.667478462,0.144500988,55.55897651,87.9408666,0.060431553,0.008059396,1,0.38
0.280566289,0.335708855,0.852234712,0.452011499,222.0454305,1.697303232,0.222200306,56.95518924,49.41363293,0.059075735,0.007471105,1,0.38
0.433700469,0.36477056,0.491359571,0.998354064,235.0254338,3.122916826,0.104975924,59.31026624,80.00587165,0.078915337,0.009259166,1,0.38
0.41046326,0.380192583,0.504087774,0.016352975,110.9328098,2.474232028,0.110124515,46.74358849,156.1207385,0.072272055,0.008840164,1,0.38
0.339821324,0.353317437,0.837141972,0.351800551,201.6712463,2.275212415,0.184460163,55.2103469,111.3427564,0.066843223,0.006501175,1,0.38
0.447516165,0.366277225,0.66017738,0.573664792,150.5950201,3.516090486,0.118457107,57.34179176,87.59965684,0.056559805,0.004640641,1,0.38
0.504618435,0.327911186,0.722468532,0.808210888,113.7233982,4.129647621,0.111531347,48.97256712,99.47382587,0.065907563,0.00971657,1,0.38
0.33406855,0.357441099,0.855642051,0.380827128,188.6652318,2.139621733,0.182003999,51.18219121,98.64067453,0.055392824,0.003017435,1,0.38
0.371045816,0.311987275,1.04190785,0.257330569,343.0912316,2.427111678,0.187766113,55.9930622,77.0131805,0.042429348,0.004444023,1,0.38
0.35404652,0.307634181,0.897099019,0.688757256,149.3676655,2.603790122,0.171905953,58.03577218,103.5883759,0.052707645,0.004249441,1,0.38
0.299684405,0.356237268,0.956188466,0.550568367,232.8582301,1.555403999,0.245020113,57.50319619,83.61907977,0.065111764,0.00734782,1,0.38
0.301802592,0.35580609,0.836301091,0.460460264,116.4433592,1.882984838,0.190134448,54.73705765,89.16349554,0.043005228,0.007567565,1,0.38
0.353935415,0.410914242,0.537306515,0.884961414,326.2006402,2.35263984,0.124837789,56.91545913,155.3624766,0.068177297,0.008933017,1,0.38
0.375704254,0.313732363,0.991221369,0.536407266,222.936178,2.523618678,0.194423235,51.84585905,88.77230862,0.055604392,0.009139061,1,0.38
0.268196664,0.378778623,0.542444146,0.747887068,235.1546282,1.636685718,0.167945141,62.08278029,119.2603878,0.065571292,0.00144768,1,0.38
0.44543247,0.33267325,0.827479701,0.145755029,133.880627,3.399341138,0.125390996,51.75518462,78.43740114,0.054597413,0.002273967,1,0.38
0.441664724,0.36090545,0.702235687,0.483070225,174.2908858,3.368663752,0.12314073,59.28205061,115.7659279,0.071258887,0.003676524,1,0.38
0.321438788,0.367959671,0.702848082,0.332037481,139.4950184,2.183549108,0.170722442,70.41114377,85.85927262,0.049945001,0.003402508,1,0.38
0.620442319,0.34752989,0.774264146,0.70797204,175.9777575,5.47104239,0.086857654,57.81004718,133.7892986,0.03924354,0.009483145,1,0.38
0.530580235,0.354284242,0.393810654,0.526084032,256.9783145,3.405873697,0.089064022,59.12440745,73.76406254,0.094127524,0.004197238,1,0.38
0.351507726,0.372347547,0.924195794,0.963779686,153.9091244,2.752258962,0.184979595,59.04360003,79.83251414,0.048076207,0.008561819,1,0.38
0.664070339,0.343853094,0.666099328,0.388845689,137.5584871,5.523334899,0.079350272,57.76743388,119.3372078,0.062316571,0.005748154,1,0.38
0.3722891,0.367378456,1.247156812,0.671401125,199.8699818,2.594291536,0.207561616,51.89679314,98.135366,0.047103287,0.009285643,1,0.38
0.496594921,0.325912466,0.665832604,0.704112125,231.2359622,4.29097612,0.09292055,61.19935838,72.72800466,0.059119473,0.00345587,1,0.38
0.402354588,0.462807266,0.591086897,0.239874322,177.8480627,2.921678018,0.121059667,54.73887979,82.96311569,0.076595526,0.008812409,1,0.38
0.35871705,0.323765259,0.877631629,0.631013272,66.97070685,2.820751151,0.164926931,46.66761767,90.10673757,0.039200526,0.008104265,1,0.38
0.294078348,0.33795294,0.727142676,0.306519261,197.3743349,1.623982589,0.208172228,62.31607935,157.1931174,0.055035617,0.00601,1,0.38
0.552629554,0.315297628,0.910131394,0.480559782,429.7505993,4.951185519,0.114826881,48.21834598,85.96138588,0.040772007,0.00927038,1,0.38
0.480218564,0.313898518,0.977037667,0.720039827,120.1240148,4.230245654,0.121117964,58.39395808,72.76486519,0.060600339,0.009284061,1,0.38
0.276546353,0.411673688,0.514462213,0.543487545,86.29330878,1.713671972,0.169805007,58.59353945,127.9410698,0.074804666,0.001254622,1,0.38
0.341195996,0.344477763,0.705972571,0.92719164,144.7203826,2.433603574,0.169396655,54.65388731,75.93971338,0.065971787,0.004804406,1,0.38
0.417490646,0.367834531,0.572855174,0.703349995,118.5691481,3.215706865,0.118845923,62.83579702,51.31429437,0.054266676,0.008014592,1,0.38
0.629540362,0.305733923,0.777451069,0.880662798,222.9530296,6.107932787,0.088936562,61.31994315,73.36692698,0.063730819,0.008335409,1,0.38
0.547073449,0.36054023,0.906517534,0.114096822,175.0303429,4.316273481,0.117271824,53.16678571,106.4236462,0.038180863,0.006568894,1,0.38
0.362240762,0.34412948,0.570476598,0.589776937,200.4040278,2.632881896,0.13105711,49.86672431,77.37661193,0.062664649,0.004688217,1,0.38
0.341679057,0.350343916,0.706038562,0.83147235,222.2055067,2.415944123,0.165264017,55.4580672,67.14181167,0.074074746,0.004384578,1,0.38
0.379281955,0.308261432,0.757153085,0.845840333,337.9898109,2.679524063,0.158246245,52.24981616,98.38927896,0.068320599,0.00021162,1,0.38
0.393435358,0.30882599,0.806782391,0.563127373,110.547372,2.796045121,0.151099846,60.02285695,106.5243461,0.060791012,0.002227267,1,0.38
0.335034991,0.4394348,0.60071205,0.649959943,159.8847613,2.301863714,0.14365685,51.66552417,166.6649067,0.084139684,0.002282963,1,0.38
0.369333132,0.341213382,0.528448593,0.874065365,250.4325093,2.386258972,0.142530989,52.27173578,89.93663451,0.088632616,0.00845222,1,0.38
0.372780968,0.343238309,1.214570812,0.696522828,183.4693369,2.597314863,0.198921134,68.99215349,89.04302151,0.040466167,0.006639602,1,0.38
0.353729141,0.333262871,0.929692804,0.707878101,117.3808077,2.549120804,0.189410431,49.78331945,63.2603004,0.063132695,0.0069682,1,0.38
0.554887558,0.348735055,0.682972009,0.751539025,211.8990934,4.785378636,0.096868136,51.60345271,108.2041814,0.048690026,0.008859168,1,0.38
0.335679436,0.313921724,0.917554373,0.44650345,224.7274166,2.204012162,0.187239218,56.68183146,91.21948666,0.046650737,0.007275459,1,0.38
0.337817889,0.443234731,0.661489755,0.256152278,151.894964,2.200309407,0.148286887,55.74219397,163.4059157,0.076191977,0.000939254,1,0.38
