eta_l,eta_h,epsilon,mu,nu,psi,rho,sigma,lambda
0,4,0.794416118,173.310826,3.342485319,0.132055563,66.94430916,84.93204998,1.5
0,4,0.328591619,85.80340684,2.116723105,0.180155337,55.98966451,66.02301152,1.5
0,4,0.643208706,136.0926124,1.660485392,0.256175923,48.77106984,89.28994598,1.5
0,4,0.492570304,266.8335178,4.085730182,0.122161919,54.15369676,57.17202505,1.5
0,4,0.532805749,133.6769147,2.613236183,0.12912378,60.23907693,108.5825195,1.5
0,4,0.544413458,300.2669583,3.097199061,0.151267193,69.72180409,86.45236372,1.5
0,4,0.597494751,198.3759933,1.565803774,0.20020674,59.28029165,76.41724648,1.5
0,4,0.004860452,182.6924606,2.803910264,0.097251306,51.96739966,147.1924236,1.5
0,4,0.071675114,241.5994779,6.312727206,0.056250016,54.61604801,124.4276131,1.5
0,4,0.104478019,250.6383087,3.676637745,0.120386608,43.67301154,117.161568,1.5
0,4,0.951593601,148.444155,2.416964576,0.136570432,57.58549701,117.3636655,1.5
0,4,0.51934434,113.0534291,2.678923243,0.136724872,56.74282041,107.4253682,1.5
0,4,0.371721971,99.43949217,3.061665754,0.094805135,46.80500275,81.58284474,1.5
0,4,0.351436283,113.2341049,1.918418601,0.148248083,55.1848862,190.6624343,1.5
0,4,0.392563725,310.5773336,3.408765323,0.139078268,53.63251051,85.35084749,1.5
0,4,0.825533223,148.5467213,2.664336945,0.142160244,52.22923289,79.18872085,1.5
0,4,0.847494691,100.8144521,4.386772565,0.104996503,53.75377352,92.88331726,1.5
0,4,0.382405969,253.404893,2.90012179,0.108492274,57.85045068,86.15920359,1.5
0,4,0.890822876,160.9748194,3.6301308,0.120215439,48.00964314,98.86649323,1.5
0,4,0.849918439,217.7100464,1.430911185,0.20375949,53.68309647,104.2994723,1.5
0,4,0.818586505,179.054834,2.194191364,0.147514644,51.37931781,99.85659659,1.5
0,4,0.157457355,331.9611112,2.667478462,0.144500988,55.55897651,87.9408666,1.5
0,4,0.452011499,222.0454305,1.697303232,0.222200306,56.95518924,49.41363293,1.5
0,4,0.998354064,235.0254338,3.122916826,0.104975924,59.31026624,80.00587165,1.5
0,4,0.016352975,110.9328098,2.474232028,0.110124515,46.74358849,156.1207385,1.5
0,4,0.351800551,201.6712463,2.275212415,0.184460163,55.2103469,111.3427564,1.5
0,4,0.573664792,150.5950201,3.516090486,0.118457107,57.34179176,87.59965684,1.5
0,4,0.808210888,113.7233982,4.129647621,0.111531347,48.97256712,99.47382587,1.5
0,4,0.380827128,188.6652318,2.139621733,0.182003999,51.18219121,98.64067453,1.5
0,4,0.257330569,343.0912316,2.427111678,0.187766113,55.9930622,77.0131805,1.5
0,4,0.688757256,149.3676655,2.603790122,0.171905953,58.03577218,103.5883759,1.5
0,4,0.550568367,232.8582301,1.555403999,0.245020113,57.50319619,83.61907977,1.5
0,4,0.460460264,116.4433592,1.882984838,0.190134448,54.73705765,89.16349554,1.5
0,4,0.884961414,326.2006402,2.35263984,0.124837789,56.91545913,155.3624766,1.5
0,4,0.536407266,222.936178,2.523618678,0.194423235,51.84585905,88.77230862,1.5
0,4,0.747887068,235.1546282,1.636685718,0.167945141,62.08278029,119.2603878,1.5
0,4,0.145755029,133.880627,3.399341138,0.125390996,51.75518462,78.43740114,1.5
0,4,0.483070225,174.2908858,3.368663752,0.12314073,59.28205061,115.7659279,1.5
0,4,0.332037481,139.4950184,2.183549108,0.170722442,70.41114377,85.85927262,1.5
0,4,0.70797204,175.9777575,5.47104239,0.086857654,57.81004718,133.7892986,1.5
0,4,0.526084032,256.9783145,3.405873697,0.089064022,59.12440745,73.76406254,1.5
0,4,0.963779686,153.9091244,2.752258962,0.184979595,59.04360003,79.83251414,1.5
0,4,0.388845689,137.5584871,5.523334899,0.079350272,57.76743388,119.3372078,1.5
0,4,0.671401125,199.8699818,2.594291536,0.207561616,51.89679314,98.135366,1.5
0,4,0.704112125,231.2359622,4.29097612,0.09292055,61.19935838,72.72800466,1.5
0,4,0.239874322,177.8480627,2.921678018,0.121059667,54.73887979,82.96311569,1.5
0,4,0.631013272,66.97070685,2.820751151,0.164926931,46.66761767,90.10673757,1.5
0,4,0.306519261,197.3743349,1.623982589,0.208172228,62.31607935,157.1931174,1.5
0,4,0.480559782,429.7505993,4.951185519,0.114826881,48.21834598,85.96138588,1.5
0,4,0.720039827,120.1240148,4.230245654,0.121117964,58.39395808,72.76486519,1.5
0,4,0.543487545,86.29330878,1.713671972,0.169805007,58.59353945,127.9410698,1.5
0,4,0.92719164,144.7203826,2.433603574,0.169396655,54.65388731,75.93971338,1.5
0,4,0.703349995,118.5691481,3.215706865,0.118845923,62.83579702,51.31429437,1.5
0,4,0.880662798,222.9530296,6.107932787,0.088936562,61.31994315,73.36692698,1.5
0,4,0.114096822,175.0303429,4.316273481,0.117271824,53.16678571,106.4236462,1.5
0,4,0.589776937,200.4040278,2.632881896,0.13105711,49.86672431,77.37661193,1.5
0,4,0.83147235,222.2055067,2.415944123,0.165264017,55.4580672,67.14181167,1.5
0,4,0.845840333,337.9898109,2.679524063,0.158246245,52.24981616,98.38927896,1.5
0,4,0.563127373,110.547372,2.796045121,0.151099846,60.02285695,106.5243461,1.5
0,4,0.649959943,159.8847613,2.301863714,0.14365685,51.66552417,166.6649067,1.5
0,4,0.874065365,250.4325093,2.386258972,0.142530989,52.27173578,89.93663451,1.5
0,4,0.696522828,183.4693369,2.597314863,0.198921134,68.99215349,89.04302151,1.5
0,4,0.707878101,117.3808077,2.549120804,0.189410431,49.78331945,63.2603004,1.5
0,4,0.751539025,211.8990934,4.785378636,0.096868136,51.60345271,108.2041814,1.5
0,4,0.44650345,224.7274166,2.204012162,0.187239218,56.68183146,91.21948666,1.5
0,4,0.256152278,151.894964,2.200309407,0.148286887,55.74219397,163.4059157,1.5
0,4,0.20337212,109.3218577,2.206477148,0.170160223,49.52078869,57.43084189,1.5
0,4,0.924299858,249.2586659,3.31344592,0.162603384,49.77023305,76.11005529,1.5
0,4,0.990700753,190.3905272,2.566852621,0.183292514,64.50023407,78.36716707,1.5
0,4,0.818586505,179.054834,2.194191364,0.147514644,51.37931781,99.85659659,1.5
0,4,0.524826408,182.5611109,2.372204333,0.188568951,45.31460953,106.2530718,1.5
0,4,0.854508038,273.9345469,2.588195501,0.169350261,48.86082638,129.0532389,1.5
0,4,0.413414581,133.0767797,3.144787184,0.129057303,49.84219925,73.92492638,1.5
0,4,0.983734399,216.185571,3.228949155,0.139728875,56.13861875,53.57465685,1.5
0,4,0.281927932,202.2029923,2.057890868,0.144949328,61.8019727,177.7844557,1.5
0,4,0.334401885,486.6319722,2.748557285,0.164608622,52.03053398,109.2247702,1.5
0,4,0.964282762,390.877183,2.177549149,0.192123954,45.85625571,91.05210697,1.5
0,4,0.733995216,557.2854587,2.471323678,0.159295342,43.05761415,87.86628071,1.5
0,4,0.936740951,190.7771491,2.172011213,0.157172362,51.66724048,136.6834857,1.5
0,4,0.819145359,499.7631556,3.342886289,0.127785903,53.73948794,61.08411242,1.5
0,4,0.460261694,243.6239249,2.488963767,0.119424037,51.37406306,149.8141854,1.5
0,4,0.380827128,188.6652318,2.139621733,0.182003999,51.18219121,98.64067453,1.5
0,4,0.854508038,273.9345469,2.588195501,0.169350261,48.86082638,129.0532389,1.5
0,4,0.359485377,172.8318272,2.491980118,0.137086489,46.6097647,89.58102771,1.5
0,4,0.462057658,137.5198451,3.012722325,0.159321294,64.82522534,90.82257791,1.5
0,4,0.880824857,262.5843708,1.776812592,0.203755571,55.06726379,63.76637787,1.5
0,4,0.35176432,201.9361227,2.30196306,0.180848881,52.22637933,101.9446804,1.5
0,4,0.412344926,318.3693789,2.620466622,0.164030136,60.78974948,85.78317441,1.5
0,4,0.396821304,178.7051343,2.68223658,0.16700418,50.78227176,102.3074092,1.5
0,4,0.380106856,288.846467,3.724758029,0.099103769,51.37987368,73.43895119,1.5
0,4,0.86761179,422.0503542,4.255160266,0.124679096,53.77578008,82.33157349,1.5
0,4,0.271882584,191.2981578,3.276460826,0.116058109,61.90423034,97.8281875,1.5
0,4,0.67132272,97.21875128,3.171136272,0.131525226,53.17013064,111.2340177,1.5
0,4,0.696289203,301.8333439,3.03997815,0.100173903,54.54932314,101.2998789,1.5
0,4,0.166645454,206.0592563,4.811592074,0.100962473,48.45805023,95.94135677,1.5
0,4,0.687786925,163.6855432,3.201824672,0.177307,55.75225813,88.73141918,1.5
0,4,0.925594582,236.4426747,2.9989753,0.159676802,48.08943427,109.5384505,1.5
0,4,0.264859696,105.8518856,4.651104294,0.08154584,57.59819232,99.82960649,1.5
0,4,0.361828439,192.4656666,5.892862652,0.086586395,50.91142684,124.1491283,1.5
0,4,0.798930722,197.1483675,1.693313385,0.174815768,55.97157309,103.6924772,1.5
0,4,0.143804742,78.71107374,4.879010485,0.078947121,58.85634301,77.56747271,1.5
0,4,0.878186271,269.8354021,2.045039876,0.165882704,55.06408851,52.77605966,1.5
0,4,0.977555633,221.1204183,2.803717584,0.126972166,56.38251645,78.08115748,1.5
0,4,0.649959943,159.8847613,2.301863714,0.14365685,51.66552417,166.6649067,1.5
0,4,0.280073052,276.7112341,2.806667751,0.159808182,57.27114332,66.00750261,1.5
0,4,0.904297596,136.2557176,3.123199739,0.130936474,48.85136268,77.43800534,1.5
0,4,0.605206727,358.201108,2.059496899,0.200109453,48.71155064,76.27352511,1.5
0,4,0.400834383,95.00295449,2.165810353,0.185314635,50.26885832,102.9457081,1.5
0,4,0.290646703,145.2040791,3.137148027,0.097707878,61.21773976,74.44112052,1.5
0,4,0.906338042,137.1003357,2.498164937,0.183721242,51.13029977,110.0553817,1.5
0,4,0.294716206,192.9327694,1.786209673,0.20036001,56.06237577,151.4059489,1.5
0,4,0.688057951,211.3995311,2.200589107,0.260783074,64.41478618,68.26381364,1.5
0,4,0.442278967,228.942023,4.50270207,0.105272449,46.88812895,73.79013981,1.5
0,4,0.457000384,102.3009911,2.201888685,0.168277491,57.49580206,91.83776849,1.5
0,4,0.346060867,177.0306857,2.502827828,0.163755801,46.62027456,61.59374399,1.5
0,4,0.009778788,235.2883374,2.573777134,0.17194187,54.52297529,78.92001267,1.5
0,4,0.360175604,196.9444621,3.199252654,0.181690372,57.16698964,90.12554217,1.5
0,4,0.625057217,188.2131255,5.541329913,0.084491099,43.02019778,72.59202706,1.5
0,4,0.638841357,357.8752546,1.556263226,0.19412817,54.23315999,85.65762293,1.5
0,4,0.717647114,314.793529,2.705659236,0.116383034,63.92436852,88.10951996,1.5
0,4,0.459817054,218.6995168,2.974181188,0.143935066,46.52011294,87.2435453,1.5
0,4,0.842666516,93.82506084,3.033469533,0.165019459,45.08695102,141.5749688,1.5
0,4,0.798512687,365.7416011,1.976509239,0.172965247,62.58231945,59.10999697,1.5
0,4,0.41902974,199.108452,4.671662367,0.105524529,53.97851212,84.63939468,1.5
0,4,0.837753154,119.6946947,2.41093792,0.156352694,64.28537066,58.11276909,1.5
0,4,0.704263266,166.9368807,2.808934609,0.190274127,68.16653587,102.8030171,1.5
0,4,0.677191077,120.1534063,2.02820438,0.207588278,51.86505689,79.32571358,1.5
0,4,0.521975821,243.5570131,3.60167207,0.137044615,52.88726467,129.4393908,1.5
0,4,0.37117135,368.3457347,2.119667297,0.175093562,62.00437535,135.3842467,1.5
0,4,0.828457172,209.5530705,2.706562786,0.180163488,60.06329867,81.45655093,1.5
0,4,0.07488749,225.6960711,2.109320007,0.175415873,59.57541139,73.85973507,1.5
0,4,0.492177594,160.6552139,3.073048417,0.149770476,61.74958877,94.15637663,1.5
0,4,0.239067492,132.4544465,1.806468925,0.151662685,59.42502269,88.31371112,1.5
0,4,0.675941731,314.2763751,2.241726686,0.138488501,52.95342728,153.1926372,1.5
0,4,0.663337574,140.2880452,5.608060298,0.113762928,54.44466856,77.88631237,1.5
0,4,0.278880693,264.6484309,3.45658871,0.109184852,52.49661291,69.83159749,1.5
0,4,0.956429682,165.6676112,2.330711976,0.170082881,52.94270385,155.6974684,1.5
0,4,0.770598473,464.6433257,4.432836561,0.096767316,59.99400341,196.0280512,1.5
0,4,0.278933278,180.1182077,1.662387516,0.227709071,48.26798104,82.37571207,1.5
0,4,0.732133094,117.1916323,2.502511174,0.211772163,56.58024796,134.638351,1.5
0,4,0.211579314,127.8020355,2.288531656,0.201665692,58.40500516,115.6260322,1.5
0,4,0.753300517,122.651172,4.707512532,0.093994912,55.40574682,112.2968631,1.5
0,4,0.797715934,118.8821803,4.052000468,0.110124302,40.38322372,112.4371318,1.5
0,4,0.643208706,136.0926124,1.660485392,0.256175923,48.77106984,89.28994598,1.5
0,4,0.349401391,229.2088622,3.181851155,0.120401213,55.44331426,100.1163301,1.5
0,4,0.425203833,194.4013307,2.189445353,0.135846684,62.83631206,110.5978232,1.5
0,4,0.278933278,180.1182077,1.662387516,0.227709071,48.26798104,82.37571207,1.5
0,4,0.621400105,275.9096157,2.125195636,0.178572692,48.36715387,113.7797422,1.5
0,4,0.948711594,258.7508186,2.25151727,0.133705086,54.62525504,75.3349944,1.5
0,4,0.471573601,226.6445353,2.496537763,0.196544031,52.03807751,119.0167236,1.5
0,4,0.518738986,235.0606078,2.01681352,0.14485269,56.47659689,114.5891058,1.5
0,4,0.904695271,394.8838569,1.895917934,0.189720626,49.97233553,102.5239692,1.5
0,4,0.881702775,127.1541169,3.384585966,0.13922431,51.54831183,92.9228941,1.5
0,4,0.439467185,138.1318605,1.692328222,0.183504495,54.62409768,82.69191936,1.5
0,4,0.753016347,127.4499653,2.672223126,0.148733346,54.17817799,109.7806097,1.5
0,4,0.383840541,188.3716234,2.087771314,0.220161306,61.96804435,98.29993528,1.5
0,4,0.471573601,226.6445353,2.496537763,0.196544031,52.03807751,119.0167236,1.5
0,4,0.93814437,175.6499439,2.645812295,0.229659119,49.62963092,91.74640846,1.5
0,4,0.051733965,170.3362093,2.874026213,0.147744169,53.65526527,80.3931824,1.5
0,4,0.677789561,149.1388382,3.011110056,0.131601397,58.64584517,74.21665289,1.5
0,4,0.604665489,205.5009482,3.130414394,0.11537151,50.69553396,89.48510153,1.5
0,4,0.537801436,168.0084544,3.767228185,0.106076834,55.72696357,96.47054,1.5
0,4,0.997222552,142.5191545,5.118825696,0.093784202,57.01817436,79.23449442,1.5
0,4,0.105606738,374.5212053,2.637067855,0.138114619,54.97803993,80.0049789,1.5
0,4,0.362007544,159.8719323,3.012160584,0.12335514,62.25309632,93.69980901,1.5
0,4,0.670274868,107.7504533,3.826146564,0.10747692,52.46734956,164.6833482,1.5
0,4,0.989087813,340.0286146,1.779942553,0.1609494,53.73904847,68.89899302,1.5
0,4,0.951593601,148.444155,2.416964576,0.136570432,57.58549701,117.3636655,1.5
0,4,0.728793117,375.5838104,2.115192823,0.182315624,50.92178504,61.55430005,1.5
0,4,0.718042047,204.9824861,2.753587936,0.172718622,53.22742452,81.59501064,1.5
0,4,0.380827128,188.6652318,2.139621733,0.182003999,51.18219121,98.64067453,1.5
0,4,0.841103244,233.8733397,4.855246886,0.107938907,62.91948005,81.25570455,1.5
0,4,0.762556122,140.3477589,2.384646857,0.144301121,51.01179634,124.5747861,1.5
0,4,0.543791997,198.0587539,2.443792447,0.180789494,62.45016521,88.78172124,1.5
0,4,0.354293968,84.29947119,3.219592431,0.176333766,45.69174522,54.36324696,1.5
0,4,0.975237834,101.3025609,2.330449251,0.205110503,55.8721932,71.98896508,1.5
0,4,0.278933278,180.1182077,1.662387516,0.227709071,48.26798104,82.37571207,1.5
0,4,0.024126638,181.5349301,2.578904549,0.132821887,58.52465581,93.33933507,1.5
0,4,0.016352975,110.9328098,2.474232028,0.110124515,46.74358849,156.1207385,1.5
0,4,0.929804866,173.0878095,3.595436786,0.191589995,45.44555038,72.95960961,1.5
0,4,0.903280358,146.5486401,2.830729435,0.128032199,57.69105703,133.4385865,1.5
0,4,0.840270257,82.13586888,1.724399706,0.205952298,59.06714003,99.09197501,1.5
0,4,0.826722161,196.2452009,2.578641474,0.224330618,57.36415559,72.01989196,1.5
0,4,0.641567542,93.79077544,2.284632139,0.141071537,48.17836711,120.6993797,1.5
0,4,0.543627886,139.2037877,1.912635378,0.221174942,50.28067655,72.54239239,1.5
0,4,0.749542844,66.00474552,2.493636712,0.199379578,66.09428666,53.7925878,1.5
0,4,0.986185063,249.7837069,1.802015069,0.163241857,47.99077991,65.37240446,1.5
0,4,0.452011499,222.0454305,1.697303232,0.222200306,56.95518924,49.41363293,1.5
0,4,0.734093499,107.8674304,1.677338156,0.261318992,59.09936267,69.81521349,1.5
0,4,0.389247696,320.5891391,3.344816516,0.167420459,62.61682196,77.57683088,1.5
0,4,0.204499128,255.0899929,2.783252499,0.179207683,56.06812745,138.8045062,1.5
0,4,0.474512274,212.3489282,2.27295041,0.156175194,58.21624004,75.45472417,1.5
0,4,0.547931538,230.1232114,2.633427205,0.134114706,57.08965344,71.11678682,1.5
0,4,0.732862692,206.1139999,2.422521912,0.129403894,60.1666415,79.20553996,1.5
0,4,0.820264663,390.0910317,1.78938485,0.157533849,53.11383118,71.08870291,1.5
0,4,0.965669641,136.7341269,3.096778673,0.143999886,62.4249577,69.73326946,1.5
0,4,0.668609269,107.1590774,3.088815347,0.120515205,53.78737081,108.0824107,1.5
0,4,0.366389364,167.4115085,3.273912169,0.106902564,62.80198933,77.78963801,1.5
0,4,0.005454132,228.6366489,4.229138516,0.122608665,46.46505976,94.92545199,1.5
0,4,0.954710217,262.7455914,1.284183359,0.248213822,64.64890333,142.1734114,1.5
0,4,0.400721172,203.4909422,3.05289996,0.153140642,65.70648186,66.57459015,1.5
0,4,0.316627577,467.7222842,2.891561208,0.114554322,59.90375375,111.1697783,1.5
0,4,0.75149557,333.5301053,3.349307054,0.145450188,56.86511813,109.3733028,1.5
0,4,0.782677433,609.9606076,5.956765593,0.078600969,64.08072986,108.2953597,1.5
0,4,0.294716206,192.9327694,1.786209673,0.20036001,56.06237577,151.4059489,1.5
0,4,0.918038773,112.5251879,1.758697543,0.175341428,55.99800101,147.9548423,1.5
0,4,0.825073341,178.4928623,5.272093732,0.089091829,44.98363093,89.45479748,1.5
0,4,0.935112896,125.7312971,2.944547186,0.169141243,54.78843974,139.9646385,1.5
0,4,0.600041318,176.8592743,2.908986414,0.116434273,46.41206686,83.35367581,1.5
0,4,0.295169466,208.5444843,2.139718071,0.195198765,47.29848122,57.52646648,1.5
0,4,0.96928295,123.8639332,5.742362866,0.091167478,58.39768452,78.37299235,1.5
0,4,0.546591395,210.8465676,2.75102016,0.168415907,57.75847247,70.53948317,1.5
0,4,0.480204984,109.7240648,2.532401271,0.151942309,49.25431616,113.2703281,1.5
0,4,0.178757748,231.2134326,3.841102519,0.101668665,57.9790562,84.81521068,1.5
0,4,0.38679828,378.9299173,2.352770319,0.114793385,48.80186935,235.204636,1.5
0,4,0.289856894,147.5410854,4.075888416,0.092638801,42.07615034,90.28449201,1.5
0,4,0.944379181,89.50093987,2.622744916,0.142865138,49.98865673,64.87772926,1.5
0,4,0.778330027,153.8005656,2.837179666,0.123594766,55.24413203,95.13265813,1.5
0,4,0.86399393,144.2994528,2.880118708,0.193216393,59.44370015,115.4375155,1.5
0,4,0.825533223,148.5467213,2.664336945,0.142160244,52.22923289,79.18872085,1.5
0,4,0.893283066,270.5997111,3.089755002,0.135174321,49.81271089,96.40872379,1.5
0,4,0.937976416,231.4083188,3.210011452,0.113652681,57.09864066,93.85347286,1.5
0,4,0.987835063,183.3383021,2.138724755,0.18222157,54.78446856,166.6515406,1.5
0,4,0.295169466,208.5444843,2.139718071,0.195198765,47.29848122,57.52646648,1.5
0,4,0.891084104,279.5953755,3.579618015,0.137770943,49.24269857,68.79972947,1.5
0,4,0.80021346,469.1734937,1.760744386,0.170875808,54.69718871,101.9173404,1.5
0,4,0.07488749,225.6960711,2.109320007,0.175415873,59.57541139,73.85973507,1.5
0,4,0.884961414,326.2006402,2.35263984,0.124837789,56.91545913,155.3624766,1.5
0,4,0.085758282,152.3920467,2.994167586,0.147851742,58.34538941,56.32163193,1.5
0,4,0.12517043,228.9378614,2.935421216,0.132895896,54.64003553,73.73095852,1.5
0,4,0.78283973,198.1779182,1.893157078,0.215747839,54.72105354,98.16838448,1.5
0,4,0.960138838,178.5638589,2.369589095,0.175296844,51.43686851,85.89473988,1.5
0,4,0.665337199,170.9622598,2.596227583,0.163474201,48.54491348,100.6314397,1.5
0,4,0.223770937,144.0117924,2.659815274,0.124611129,58.11705643,65.60242123,1.5
0,4,0.929804866,173.0878095,3.595436786,0.191589995,45.44555038,72.95960961,1.5
0,4,0.440836314,415.8513655,3.261095694,0.121460332,52.56711788,74.59847722,1.5
0,4,0.679279415,293.6784039,2.906393773,0.14217925,51.69722291,57.6492797,1.5
0,4,0.534474723,139.3419924,1.644137011,0.208000211,54.58384659,72.32175989,1.5
0,4,0.587778744,160.1343219,1.983538877,0.145298766,56.19293889,143.37888,1.5
0,4,0.990129352,157.8449532,1.763830437,0.242565148,51.69860909,94.77812919,1.5
0,4,0.549235985,268.8252256,3.449753761,0.155837639,64.33092978,134.9255078,1.5
0,4,0.437340016,163.0987932,3.700309598,0.114882644,52.02473458,79.79279122,1.5
0,4,0.99652838,140.4747639,3.103361997,0.145118459,60.58398011,150.7764664,1.5
0,4,0.959810527,246.3662216,2.082561129,0.212152516,53.58340582,88.71120741,1.5
0,4,0.954231262,346.0359615,1.587822074,0.180050807,51.15123458,61.55687688,1.5
0,4,0.346490416,172.0144218,1.774302992,0.242703173,49.09582856,65.62457873,1.5
0,4,0.774669294,155.958533,2.601954931,0.125091328,60.99367484,79.15374224,1.5
0,4,0.617237058,102.1002935,2.529900253,0.1225805,56.18553484,80.64733578,1.5
0,4,0.278933278,180.1182077,1.662387516,0.227709071,48.26798104,82.37571207,1.5
0,4,0.832696309,145.4440342,2.604611526,0.171156307,56.30017242,103.3744363,1.5
0,4,0.495774899,259.8325536,2.809422758,0.141278518,49.43525806,65.49446655,1.5
0,4,0.72313908,369.7594362,1.992998492,0.162660703,53.67207015,96.12089449,1.5
0,4,0.92719164,144.7203826,2.433603574,0.169396655,54.65388731,75.93971338,1.5
0,4,0.654290825,229.9091426,1.207020209,0.179350645,58.46631836,204.7013019,1.5
0,4,0.474512274,212.3489282,2.27295041,0.156175194,58.21624004,75.45472417,1.5
0,4,0.082234087,205.7120234,2.731503748,0.157307509,57.71234186,74.14707745,1.5
0,4,0.382829983,232.4165312,5.954581133,0.079537893,58.97482924,89.99656144,1.5
0,4,0.679019747,137.0829426,3.036733502,0.118946247,65.40242564,102.1773013,1.5
0,4,0.472103951,185.5476313,1.978245231,0.144545705,52.85021673,122.1416724,1.5
0,4,0.811744458,380.9543903,2.373562954,0.190072427,56.03191016,68.34227578,1.5
0,4,0.381383376,158.8632052,5.747947421,0.081817855,54.16173738,61.67370095,1.5
0,4,0.893694513,203.516991,4.137422195,0.11895452,51.54382645,91.18281413,1.5
0,4,0.134224082,114.5408434,2.038548793,0.185345849,59.31995393,98.034052,1.5
0,4,0.328591619,85.80340684,2.116723105,0.180155337,55.98966451,66.02301152,1.5
0,4,0.844933044,140.1703246,2.31115237,0.199598145,57.99971441,82.01056104,1.5
0,4,0.346490416,172.0144218,1.774302992,0.242703173,49.09582856,65.62457873,1.5
0,4,0.458503298,298.605549,2.306910788,0.161972182,58.24855373,96.23196183,1.5
0,4,0.462896367,110.8575401,2.230228816,0.146995143,48.38010173,80.4440093,1.5
0,4,0.00704176,394.848167,4.369571785,0.140737462,46.91945005,105.9355508,1.5
0,4,0.433585025,344.3976931,1.729991065,0.248414803,60.92344309,80.30330413,1.5
0,4,0.987835063,183.3383021,2.138724755,0.18222157,54.78446856,166.6515406,1.5
0,4,0.959222655,199.9178377,3.556944649,0.112339875,66.0170554,95.75639864,1.5
0,4,0.946270966,271.1053532,2.167497832,0.200286051,51.17361699,77.76390577,1.5
0,4,0.904695271,394.8838569,1.895917934,0.189720626,49.97233553,102.5239692,1.5
0,4,0.6872867,179.8318462,3.219094595,0.163793361,53.305386,83.35637467,1.5
0,4,0.480761223,222.7613759,2.166150513,0.161331668,55.50655898,97.87565,1.5
0,4,0.465341684,576.0643623,2.646521094,0.109368128,44.62107541,77.55276604,1.5
0,4,0.362742481,151.4057855,5.640238367,0.085382318,54.45662193,59.12787488,1.5
0,4,0.75941704,149.4143573,4.151671977,0.088927804,58.4191902,82.77254991,1.5
0,4,0.448432238,200.9924039,2.927050581,0.102981061,49.95817079,151.8169053,1.5
0,4,0.261446734,200.8411128,4.559255779,0.111709306,53.76706147,70.10231941,1.5
0,4,0.175822543,150.4316743,2.496626175,0.108984283,62.84861555,63.93759014,1.5
0,4,0.855310961,192.1573993,2.060837792,0.1588087,57.18121095,62.05357347,1.5
0,4,0.973851985,139.4100041,2.626345216,0.177156195,64.76867228,66.44006912,1.5
0,4,0.063025029,160.067619,3.816088752,0.091405766,52.59281664,92.51438152,1.5
0,4,0.537801436,168.0084544,3.767228185,0.106076834,55.72696357,96.47054,1.5
0,4,0.655605376,240.6311321,3.302382095,0.154483541,56.96568407,96.26091409,1.5
0,4,0.45768578,355.5634001,2.449155279,0.178001949,62.2507053,67.50865047,1.5
0,4,0.794004306,271.2740854,2.233753622,0.143471747,59.35740032,70.80153342,1.5
0,4,0.75941704,149.4143573,4.151671977,0.088927804,58.4191902,82.77254991,1.5
0,4,0.886486972,168.4107657,2.460078076,0.195175156,65.18449787,80.14931932,1.5
0,4,0.562354306,329.7138298,5.34698747,0.091691855,53.66156725,100.968497,1.5
0,4,0.013848174,343.7306847,1.836940994,0.16739633,57.40410275,76.56342058,1.5
0,4,0.906090629,180.9371569,2.73343693,0.171768962,59.53994744,111.6798524,1.5
0,4,0.823815823,84.22139111,2.914925517,0.157581525,57.02455905,84.03290591,1.5
0,4,0.972829655,169.7758476,1.707435985,0.253884329,48.24025823,91.6094582,1.5
0,4,0.183174721,176.0518876,1.459407457,0.21012901,59.23292482,171.9037288,1.5
0,4,0.991888285,222.9390336,3.347140973,0.153809555,50.07432718,71.89109255,1.5
0,4,0.316670054,153.8831984,2.986083193,0.171826966,50.40574442,113.0625512,1.5
0,4,0.920843365,240.0150446,2.518719073,0.123887068,51.31459875,113.3047474,1.5
0,4,0.301970336,135.4597227,5.07078509,0.070958108,50.09009688,51.60405739,1.5
0,4,0.884836453,256.9452033,2.777058615,0.185087885,44.97458866,76.24339744,1.5
0,4,0.694653196,113.0641205,4.102318574,0.165134254,57.81216692,104.6157107,1.5
0,4,0.249766392,117.8944092,3.205762213,0.128175097,47.16515714,64.87427669,1.5
0,4,0.852572869,352.7510082,2.555790989,0.136375573,47.99433577,91.25273864,1.5
0,4,0.868037303,200.947273,3.195451032,0.139123607,55.8843961,128.9683448,1.5
0,4,0.055279048,204.4116961,4.167308417,0.11981824,57.55869973,117.8817603,1.5
0,4,0.267366658,151.8201086,2.358923894,0.16681599,53.58396045,61.26577926,1.5
0,4,0.987835063,183.3383021,2.138724755,0.18222157,54.78446856,166.6515406,1.5
0,4,0.107583789,149.3502826,1.998885298,0.132128639,58.58551771,112.5900817,1.5
0,4,0.772409859,236.4075652,3.151016265,0.16686543,51.60467031,99.2602119,1.5
0,4,0.959810527,246.3662216,2.082561129,0.212152516,53.58340582,88.71120741,1.5
0,4,0.449569918,179.4521231,2.514980025,0.140386922,53.13521387,77.2133047,1.5
0,4,0.390832533,128.7689556,2.434537351,0.143588374,48.12709486,109.8995018,1.5
0,4,0.852855122,107.9453202,1.621905374,0.205995183,52.9143597,92.96731928,1.5
0,4,0.955495553,325.1019447,2.274903808,0.17041119,63.16617004,89.39684944,1.5
0,4,0.589316202,326.8323384,6.17649307,0.074172051,53.94439986,127.7293714,1.5
0,4,0.186316461,252.9935321,3.323514974,0.115550812,57.40066632,83.98761993,1.5
